,title,link,date,section,text
783,‘The Daily’: The Regulation Rollback,https://www.nytimes.com/2017/03/16/podcasts/the-daily/the-daily-the-regulation-rollback.html?searchResultPosition=66,2017/03/16,THE DAILY,"Listen to ‘The Daily’: On iPhone or iPad | On Android via RadioPublic | Via Stitcher In a suburb of Detroit on Wednesday, a crowd of gathered as President Trump made good on a campaign promise. “We’re setting up a task force in every federal agency to identify and remove any regulation that undermines American auto production and any other kind of production,” he said. Doing away with regulations on businesses is a top priority for this White House. Republican presidents have long pledged to roll back regulation, but for Mr. Trump, it’s personal. On today’s episode: • Mr. Trump’s plan to deregulate America is underway. He’s starting in the heart of the country, with one of former President Barack Obama’s most cherished regulations. We talk with Eric Lipton, an investigative reporter for The Times who’s tracking every regulatory change under the Trump administration. • Chancellor Angela Merkel of Germany and Mr. Trump will soon meet for the first time. One has embraced open borders, the other is proudly closing them. Alison Smale, our Berlin bureau chief, joins us to talk about this relationship. "
784,New York Today: An Allergy Test,https://www.nytimes.com/2017/03/16/nyregion/new-york-today-nyc-spring-allergies.html?searchResultPosition=67,2017/03/16,NEW YORK,"Updated, 11:07 am. Good morning on this bitter Thursday. Don’t let the snowstorm and the few blooms fool you: Allergens are here. For many New Yorkers, the start of spring is synonymous with postnasal drip. Dr. William Reisacher, an ear, nose and throat specialist at Weill Cornell Medicine and NewYork-Presbyterian, helped us set the record straight on some seasonal truths and falsehoods: True or false? Allergies are worse in the spring than they are in the winter. False. “Some people are very sensitive in the nose to changes in humidity, temperature and even barometric pressure,” Dr. Reisacher said. “When those factors are fluctuating, as we saw all winter, allergy-like symptoms can be worse.” Fact or myth? Allergies are worse in the suburbs because there are more trees. Myth. “Cities in general can have more problems with allergies,” Dr. Reisacher said. “Most of the pollen in New York City actually comes to us along the prevailing winds, which move west to east. The tall buildings can make allergy symptoms worse by creating a ‘wind tunnel’ effect.” Definitely or debatable? Springtime sniffles are mostly the result of pollen in the air. Debatable. “Older buildings in the city tend to have higher amounts of indoor allergens, such as dust mites, mold and pet dander,” Dr. Reisacher said. “Nasal symptoms can also come from nonallergic sources, such as airborne chemical, pollution, and particulate matter in the air from industry and construction.” Right or wrong? The trees are probably making me sneeze these days. Right. “The most common airborne allergens this time of the year are trees, such as Maple, and mold.” So really, it’s both. “When snow begins to melt,” he added, “mold spores, which have been lying dormant underneath the snow cover all winter, become airborne.” "
785,An ‘Ill Considered’ Travel Ban,https://www.nytimes.com/2017/03/16/opinion/an-ill-considered-travel-ban.html?searchResultPosition=51,2017/03/16,OPINION,"To the Editor: Re “Federal Judge Blocks New Ban on Travel to U.S.” (front page, March 16): The continuing saga of President Trump’s travel bans beautifully illustrates the difference between sensationalism and governing. If Mr. Trump were really interested in good governance and taking care of national security, rather than trying to implement an ill-considered and dangerous travel ban, he could certainly in the last two months have had a bipartisan panel review current immigrant and refugee vetting policies and implemented any changes deemed to be necessary for national security. It’s a good, and important, question to ask why he made the opposite choice. LINDA MURDOCK, SUDBURY, MASS. "
786,Fact Check: Trump’s Day of Falsehoods and Misleading Claims,https://www.nytimes.com/2017/03/16/us/politics/fact-check-trumps-day-of-falsehoods-and-misleading-claims.html?searchResultPosition=52,2017/03/16,POLITICS,"WASHINGTON — It was déjà vu on Wednesday: President Trump traveled to Detroit and Nashville for campaign-style rallies, sat down for an interview with Fox News and criticized a federal judge for blocking his travel ban. Through it all, Mr. Trump repeated a series of misleading assertions and falsehoods, such as when he seemed simultaneously to walk back and yet double down on his accusation that President Barack Obama had wiretapped him. “That really covers surveillance and many other things. Nobody ever talks about the fact that it was in quotes,” he said on Fox News before adding, “I think you’re going to find some very interesting items coming to the forefront in the next two weeks.” Here’s an assessment of some of his recent claims. This is misleading. The Times article Mr. Trump referred to did use the word “wiretap” but it did not assert that Mr. Obama had ordered surveillance of Mr. Trump, nor did it even mention Mr. Obama. Rather, the story referred to intercepted information collected overseas. The headline in print read, “Wiretapped Data Used in Inquiry of Trump Aides.” And the word appeared twice in the text of the article: “intelligence reports based on some of the wiretapped communications had been provided to the White House” and “If Mr. Sessions is confirmed, he will for a time be the only person in the government authorized to seek foreign intelligence wiretaps on American soil.” False. Mr. Trump has proposed to add $54 billion to the Pentagon’s budget, which amounts to a 10 percent increase. There have been at least 10 larger increases to the base defense budget since the 1977 fiscal year and four since 2002. "
787,McDonald’s Says Twitter Account Compromised After Anti-Trump Post,https://www.nytimes.com/2017/03/16/business/mcdonalds-says-twitter-account-compromised-after-anti-trump-post.html?searchResultPosition=53,2017/03/16,BUSINESS,"McDonald’s said one of its Twitter feeds was compromised on Thursday after the fast-food chain’s corporate account sent out a message insulting President Trump. “@realDonaldTrump you are actually a disgusting excuse of a President and we would love to have @BarackObama back, also you have tiny hands,” the tweet from the account read. The message was quickly removed. A spokeswoman for McDonald’s, Becca Hary, said Twitter notified the company that its account had been compromised. “We deleted the tweet, secured our account and are now investigating this,” Ms. Hary said in an email, echoing a message the company posted on Twitter later in the morning. Ms. Hary did not respond to a question about whether the company had any idea about who may have been responsible. Will Stickney, a Twitter spokesman, said, “We do not comment on individual accounts for privacy and security reasons.” The tweet criticizing Mr. Trump was shared many hundreds of times and set off a furious round of comment. The company’s corporate Twitter account has about 150,000 followers, far fewer than the 3.4 million on its main account. The comment about Mr. Trump’s hands in the initial message was an apparent reference to last year’s insults directed at Mr. Trump from Senator Marco Rubio, his former rival for the White House. Mr. Rubio said Mr. Trump had “small hands” and “spray tan” during a campaign stop. “You know what they say about men with small hands,” Mr. Rubio said at Roanoke College in Salem, Va. “You can’t trust them.” The remarks came after Mr. Trump had repeatedly dismissed the Republican senator as “Little Marco” at his own campaign rallies. Mr. Rubio later apologized for his comments. "
788,We Rounded Up Great Political Writing You Shouldn’t Miss,https://www.nytimes.com/2017/03/16/us/politics/great-political-writing-you-shouldnt-miss.html?searchResultPosition=54,2017/03/16,POLITICS,"The political news cycle is fast, and keeping up can be overwhelming. That’s why we’re collecting great political feature writing from The New York Times and around the web that offers context, analysis and insight. We’d love to hear your thoughts on this collection. Send your feedback to ourpicks@nytimes.com _____ From The Washington Post: “No, no, not here.” Read about what happened when a Ku Klux Klan sign went up in one small Georgia community. _____ From The New York Times Magazine: “To beat pugilistic right-wing populism, maybe you needed pugilistic left-wing populism.” The Democrats, tenuously united as the opposition party, seem to have gotten their mojo back. But just how far are they willing to take their new identity as the “Party of No”? _____ From The New Yorker: “I was not born to run.” In a 2016 profile of then-United States Attorney Preet Bharara, Jeffrey Toobin describes a charismatic and effective prosecutor with a flair for publicity and a reputation for going after the powerful on Wall Street and in Albany. Now that Mr. Bharara has been fired from his post in New York’s Southern District, it’s worth revisiting this piece and pondering what his next move might be. _____ "
789,Trump May Have Pushed Dutch Voters Away From Populism,https://www.nytimes.com/2017/03/16/world/europe/dutch-election-geert-wilders-europe.html?searchResultPosition=55,2017/03/16,EUROPE,"THE HAGUE — If there is one thing the Dutch agree on, it is to preserve the dikes that protect this low-lying country from the ravages of violent seas. That sentiment translates into politics. For the Dutch, both the British vote to leave the European Union and Donald J. Trump’s election in the United States broke political dikes, leaving the Dutch ill at ease with the conflict and uncertainty that has ensued. That, some analysts said, helps explain why the Dutch ultimately chose to contain the populist surge led by Geert Wilders, the far-right icon, in their elections on Wednesday. “In Europe we all see the developments in the United States, and that’s not where we want to go because we see it as chaos,” said Janka Stoker, a professor in the School of Economics and Business at the University of Groningen in the north of the Netherlands. “We’re a coalition country, we don’t always like the coalitions, but we know it gives stability and people know here that we have to work together,” Ms. Stoker said. "
790,Eggs Explode in Seconds. Surveillance May Take Longer.,https://www.nytimes.com/2017/03/16/insider/eggs-explode-in-seconds-surveillance-may-take-longer.html?searchResultPosition=57,2017/03/16,TIMES INSIDER,"A half-century after the first successful home Radarange was introduced, microwave ovens are back in the news. “Microwaves that turn into cameras” were among surveillance methods cited on Sunday by Kellyanne Conway, a senior adviser to President Trump, in an interview with Mike Kelly of The Record of Bergen County, N.J. Two days later, Sean Spicer, the White House press secretary, said Ms. Conway had been speaking in jest. “The microwave is not a sound way of surveilling someone,” Mr. Spicer said, “and I think that has been cleaned up.” Of course. But readers of The New York Times in 1956 might have suspected something sinister. A big defense contractor, the Raytheon Manufacturing Company of Waltham, Mass., put a help-wanted notice in the Sunday Business-Financial section, saying it was looking for electrical engineers to develop 2450-megacycle microwave ovens. “Most helpful previous experience: magnetron tube development, large-cavity resonators or magnetron feeds,” the ad said. Clearly, this was to be something more than a Mixmaster. “Cooking the new electronic way,” was how Raytheon described it. There was nothing new about it. Times readers had waited a decade, having begun salivating over this tantalizing article by Jane Nickerson, our food editor, in 1946: “Within a year housewives may be able to buy a stove operated by the magnetron tube, the basis of radar, that will cook a six-pound beef rib roast in 3 minutes, a hamburger in 35 seconds and gingerbread in 29 seconds,” she wrote. "
791,"No Charges, but Harsh Criticism for de Blasio’s Fund-Raising",https://www.nytimes.com/2017/03/16/nyregion/mayor-bill-de-blasio-investigation-no-criminal-charges.html?searchResultPosition=58,2017/03/16,NEW YORK,"Federal and state prosecutors said on Thursday that they would not bring criminal charges against Mayor Bill de Blasio or his aides following separate lengthy investigations, even as one concluded that the mayor acted on behalf of donors seeking favors from the city and the other said that some of their practices appeared to violate “the intent and spirit” of the law. The disclosures were unusual; prosecutors rarely announce the conclusion of such inquiries when no charges are filed. The federal inquiry found a pattern in which Mr. de Blasio or his associates solicited contributions from donors seeking favors from the city and then contacted city agencies on their behalf, according to a statement from the United States attorney for the Southern District of New York. But the decision not to bring charges, the statement said, came after weighing among other things, “the high burden of proof, the clarity of existing law” and challenge of proving corruption without “evidence of personal profit.” State prosecutors, who examined Mr. de Blasio’s unsuccessful 2014 effort to help Democrats regain control of the State Senate, concluded that the aspects of the undertaking amounted to an “end run” around limits on contributions to candidates, according to a 10-page letter outlining their findings. Mr. de Blasio was quick to try to put the issue behind him. “I’ll just say simply it’s been basically a year, I’ve said consistently that we acted appropriately,” he told Brian Lehrer on WNYC in a previously scheduled interview Thursday morning, shortly after the prosecutors released their findings. “This confirms what I’ve been saying and what all my colleagues have been saying.” He added, “We gotta get back to work. My focus now is getting back to business.” "
792,"Rex Tillerson, America’s Low-Energy Top Diplomat",https://www.nytimes.com/2017/03/16/opinion/rex-tillerson-americas-low-energy-top-diplomat.html?searchResultPosition=56,2017/03/16,OPINION,"WASHINGTON — The United States is the only country with a truly global foreign policy. But the Trump administration does not have a lot to say about it. On his first day as secretary of state, Rex W. Tillerson vowed to “deploy the talent and resources of the State Department in the most efficient ways possible.” For “efficient,” read minimalist. During his first two overseas trips, to Germany and Mexico, his public statements amounted to 625 words total. His predecessor, John Kerry, might have taken that many to answer a single question at one of his frequent press encounters. This week, Mr. Tillerson visited Japan, China and South Korea against the backdrop of increased regional tensions thanks to North Korea’s recent missile tests. Normally, the secretary of state would be accompanied by a dozen or so reporters, but Mr. Tillerson left the State Department press corps behind — offering a single seat on his plane to an obscure conservative outlet that devotes more attention to America’s culture wars than its foreign policy. This is part of a pattern. Ministers from Saudi Arabia, Tunisia and Greece all visited the State Department in recent days for bilateral meetings. There were photos of handshakes, but the secretary had nothing to say about how the United States views the challenges these important allies face, or how it might help. Last week, the State Department released its annual human rights report. Mr. Tillerson wrote an introduction but made no presentation of the report’s findings, another departure from past practice. The low-key rollout — interpreted as a downgrade of human rights as a policy priority — drew a sharp rebuke from Senator Marco Rubio. What corporate executive would stop all advertising and marketing as he learned a new job? That’s effectively what Mr. Tillerson has done. There were no daily press briefings for six weeks. In the modern era, this is unheard-of. “He’s not a media guy,” one official acknowledged recently. "
793,"California Today: In Persian Square, Anxious Over the Travel Ban",https://www.nytimes.com/2017/03/16/us/california-today-in-persian-square-anxious-over-the-travel-ban.html?searchResultPosition=60,2017/03/16,U.S.,"Good morning. (Want to get California Today by email? Here’s the sign-up.) Adeel Hassan, a reporter based in New York, provides today’s introduction. The uncertainty surrounding the Trump administration’s executive order on immigration can be felt across California, especially in the cluster of kebab houses and Iranian-American businesses known as Little Tehran or Persian Square in Los Angeles, home to the world’s largest Iranian diaspora. The latest order, which was blocked on Wednesday, would have imposed a 90-day ban on citizens from Iran and five other predominantly Muslim countries from traveling to the U.S. The original ban, issued in January, was ultimately blocked by a federal appeals court. The chaos over the ban’s rollout has put into flux travel plans ahead of the most important Iranian cultural holiday, Nowruz. The 13-day secular celebration of the Persian New Year begins on the first day of spring, which is Monday. Nowruz (pronounced NO-rooz) dates back thousands of years to the old Iranian solar calendar. It’s a part of the cycle of planting and harvesting and renewal. “There is lots of anxiety in the community,” said Peyman Malaz, program manager in the Los Angeles office of Pars Equality Center, an Iranian-American advocacy group. “Everyone is terrified actually. Everything is uncertain.” "
794,The Rise of the Paranoid Citizen,https://www.nytimes.com/2017/03/16/opinion/the-rise-of-the-paranoid-citizen.html?searchResultPosition=61,2017/03/16,OPINION,"SOFIA, Bulgaria — As I follow the news and listen to politicians these days, I am struck by the extent to which America and Europe are awash in conspiracy thinking. Conspiracy theories have replaced ideologies at the heart of politics. They mobilize people to take to the streets; they connect political leaders to their followers. They decide the outcome of the elections. But as the saying goes, “Just because you’re paranoid doesn’t mean they aren’t after you.” Russian hacking of the servers of the Democratic National Committee was not a conspiracy theory but a fact. Neither was it a conspiracy theory that the United States was snooping on the chancellor of Germany and the president of Brazil. Most of the corruption scandals in the Western world right now are not conspiracy theories, either. They are actual conspiracies. Yet is the existence of bona fide conspiracies a good enough reason to view everything happening in the world in that light? Is the epidemic of mistrust that is tearing apart democratic societies making us more or less free? And does the rise of a new kind of citizen — let’s call him or her the “paranoid citizen” — imperil our democracies? In Poland it was the shared belief that the death of President Lech Kaczynski along with 95 other members of the Polish elite in a plane crash near the Russian town of Smolensk in 2010 was an assassination rather than an accident (a claim that was officially rejected) that correlated with voting for the now governing right-wing Law and Justice party in the last parliamentary elections — probably more than education, income level, church attendance or any other factor. In the United States, very few Democrats cast doubt on the argument that President Trump is in the pocket of the Kremlin. Across the aisle, few of the Republican faithful are willing to publicly disavow Mr. Trump’s unsubstantiated claim that he and his campaign were wiretapped on the order of President Barack Obama; fewer still will contest the lie that protesters against the new president are paid by leftist billionaires. "
795,A Sea Change for Climate Coverage,https://www.nytimes.com/2017/03/16/insider/a-sea-change-for-climate-coverage.html?searchResultPosition=62,2017/03/16,TIMES INSIDER,"When considered individually, the main journalistic components of today’s article on the troubling state of Australia’s Great Barrier Reef are nothing new — a focus on the climate, an international dateline (“SYDNEY, Australia”), arresting visuals. Each is a mainstay of New York Times reporting. In this case, though, their combination in a single article quietly hints at a series of changes. The article resulted from a collaboration involving two recent projects at The Times: a newly established bureau in Sydney, and a newly formed team of journalists devoted entirely to climate issues — both of which played crucial roles in the article’s conception and execution. “The climate team was formed to handle breaking news stories exactly like this one, along with bigger enterprise pieces like last month’s story on the water crisis in Mexico City,” said Hannah Fairfield, who leads the new group from Washington. The team, which has been around for a little longer than a month, exists as its own desk in the newsroom (just like, say, the national desk or the sports desk) and consists of editors and reporters in New York and Washington. The goal, Ms. Fairfield says, is to produce visual, explanatory and investigative journalism at a time when, as today’s article indicates, the calamities caused by climate change seem to be intensifying. The team is also coming together at a time of uncertainty regarding the Trump administration’s environmental policies. Just yesterday, President Trump announced a rollback on fuel-economy standards set by President Barack Obama. Climate change has long been a critical area of coverage in The Times’s news report. And the establishment of a dedicated team for climate coverage is just the latest iteration in an evolving approach to reporting on the environment. (A similar team, called the environment desk, existed from 2009 to 2013, for example, but was disbanded to allow for a more interdisciplinary approach.) "
796,St. Patrick’s Day Events Highlight an Irish Divide Over Trump,https://www.nytimes.com/2017/03/16/us/politics/st-patrick-irish-trump.html?searchResultPosition=63,2017/03/16,POLITICS,"The prime minister of Ireland, Enda Kenny, visited the White House on Thursday for a St. Patrick’s Day tradition: the shamrock ceremony, during which he gave the American president a bowl filled with the three-leaf symbol of Ireland. The annual event is part of a packed day that includes breakfast with the Irish-American vice president, lunch with the Irish-American speaker of the House and — perhaps — a few drinks. On Friday, there will be an anti-Trump immigrant solidarity event in New York organized by Aodhan O’Riordain, an Irish senator who made headlines last year when he called the newly elected Donald J. Trump a “fascist” during a speech in Parliament. The event, called an “Irish Stand,” will denounce the new administration, its immigration policies and its many Irish-American members, including Vice President Mike Pence and Mr. Trump’s chief strategist, Stephen K. Bannon. The dueling events highlight a political divide in Irish America, which includes more than 33 million people, and between Irish America and Ireland itself, an increasingly liberal country of about five million people. Mr. Trump is deeply unpopular there, but Irish-American leaders said he might have drawn just under half of the Irish-American vote, part of a decades-long drift to the right by a once solidly Democratic bloc. "
797,The Young Mariners of Throgs Neck,https://www.nytimes.com/2017/03/16/nyregion/suny-maritime-college.html?searchResultPosition=64,2017/03/16,NEW YORK,"New York City is a college town. With no fewer than 137 institutions of higher learning, from community colleges to world-class private universities to specialized colleges like the John Jay College of Criminal Justice and the Juilliard School for music, there is a school for virtually every academic pursuit. Even, it may come as a surprise, for future merchant mariners. Tucked away under the Throgs Neck Bridge in the Bronx is the often overlooked State University of New York Maritime College, which has become known for its strong engineering and marine transportation programs. According to a new study, recent graduates of SUNY Maritime earn more than graduates of any other university in the United States. When Payscale.com surveyed the annual incomes of 1.4 million midcareer graduates with bachelor’s degrees, Maritime College ranked first, with an average income of $144,000, surpassing M.I.T., Harvey Mudd College and Princeton University. The college is an unusual blend of engineering school and military academy; a majority of the students train to be merchant mariners, wearing uniforms and following a strict regimen that prohibits freshmen, for one thing, from leaving campus during the school week. A typical cadet is Cullen Palicka, a 20-year-old junior who was raised in Manhattan and attended the Harbor School, a maritime-themed high school on Governors Island, which provided his first taste of life at sea. For Mr. Palicka, sailing on the Training Ship Empire State VI is what sets Maritime College apart from the typical college. "
798,Chris Hayes: By the Book,https://www.nytimes.com/2017/03/16/books/review/chris-hayes-by-the-book.html?searchResultPosition=65,2017/03/16,BOOK REVIEW,"The author of “A Colony in a Nation” says his ideal literary dinner would include Walt Whitman and Hannah Arendt. And “James Baldwin is a no-brainer. (I’d let him smoke inside.)” What books are currently on your night stand? There are two: The first is “Black Over White: Negro Political Leadership in South Carolina During Reconstruction,” by Thomas Holt. It was published in 1979, but it’s still one of the most comprehensive looks at the black elected representatives who held power in South Carolina from 1867 to 1876. To me, this is perhaps the most fascinating and tragic period in American history. The other is a galley for the novel “Touch,” by Courtney Maum; it comes out in May, and I’m about halfway through it. So far it’s a really smart and funny look at the insane psychological and social costs of our era of constant connectedness. I know Courtney from college, and my wife really liked her first novel, “I Am Having So Much Fun Here Without You,” which got raves. What’s the last great book you read? I’ll name two because I basically read them at the same time, as I was working on my own book. “Ghettoside,” by Jill Leovy, which is at one level just the story of one homicide detective in L.A., but is more profoundly about violence and policing and the ways in which our criminal justice system exhibits its contempt and devaluation of black lives through policing as well as overpolicing. The other is “Racecraft: The Soul of Inequality in American Life,” by Karen and Barbara Fields. I’m slightly embarrassed to say that I’d not heard of it until my research assistant for the book, George Aumoithe, who’s a Ph.D. candidate at Columbia, recommended it to me. It’s a book of essays that grapple with a pretty simple question: What is race? It’s permanently altered the way I think about the concept and the language I use to describe it. Which writers — novelists, playwrights, critics, journalists, poets — working today do you admire most? There are way, way too many for me to list here, particularly journalists, because there is just an incomprehensible amount of amazing work being produced right now. But here are a few: Ta-Nehisi Coates; David Grann; Masha Gessen; Junot Díaz; Stephen Karam; Lin-Manuel Miranda; Sarah Ruhl; Tony Kushner; Lynn Nottage; Rebecca Solnit; George Saunders; Michelle Alexander; China Miéville; and my brilliant, talented friend Alix Sobler, who is a playwright you will be hearing a lot from. What genres do you especially enjoy reading? And which do you avoid? The vast majority of book reading I do right now has to do with writing projects I’m working on, so for about a year and a half it was mostly criminal justice, policing, race and early colonial U.S. history. Now I’m reading a ton of history books about Reconstruction; in fact, it’s basically all of what I’m reading. "
799,"Opioids, Hillbillies and Trumpcare",https://www.nytimes.com/2017/03/16/opinion/opioids-hillbillies-and-trumpcare.html?searchResultPosition=59,2017/03/16,OPINION,"This article is part of the Opinion Today newsletter. You can sign up here to receive more briefings and a guide to the section daily in your inbox. A typical opioid overdose involves pills that a doctor prescribed legally but that someone other than the intended patient ingested. This pattern is a sign that doctors often prescribe too many pills at once. After surgery, for example, many patients use only a small portion of the painkillers prescribed — and the remainder become available for a relative or friend who’s addicted to painkillers to abuse. Here’s how bad the opioid crisis has become: More Americans now die of overdoses than died of AIDS at the peak of that epidemic, as Atul Gawande writes in a special report published by the Annals of Surgery, a medical journal. The journal’s report points to several common-sense solutions, such as smaller prescription amounts and easier refills for patients who really need painkillers. If you don’t generally enjoy reading medical journals, I sympathize, and suggest you read the short, easily understandable introduction to the opioid report from Gawande, the surgeon and New Yorker writer. I also recommend an Op-Ed in The Times today by J.D. Vance, the author of “Hillbilly Elegy,” one of the most talked-about books of the past year. Vance describes his decision to move back home to Ohio, where he is starting an organization to fight the opioid crisis. (Given Vance’s prominence and interest in policy, I wouldn’t be surprised if he eventually ran for office.) Because it’s hard to talk about almost any medical issue without talking about Trumpcare, I also recommend Doyle McManus’s explanation, in The Los Angeles Times, of how the Republican health bill would hamper treatment of opioid addiction. More broadly on Trumpcare: Margot Sanger-Katz debunks the idea that it reduces the cost of medical care, while Sarah Kliff and Ezra Klein lay out the past, present and future of the American health care system in a brisk 6,000 words. "
800,"China Bets on Sensitive U.S. Start-Ups, Worrying the Pentagon",https://www.nytimes.com/2017/03/22/technology/china-defense-start-ups.html?searchResultPosition=83,2017/03/22,TECHNOLOGY,"HONG KONG — When the United States Air Force wanted help making military robots more perceptive, it turned to a Boston-based artificial intelligence start-up called Neurala. But when Neurala needed money, it got little response from the American military. So Neurala turned to China, landing an undisclosed sum from an investment firm backed by a state-run Chinese company. Chinese firms have become significant investors in American start-ups working on cutting-edge technologies with potential military applications. The start-ups include companies that make rocket engines for spacecraft, sensors for autonomous navy ships, and printers that make flexible screens that could be used in fighter-plane cockpits. Many of the Chinese firms are owned by state-owned companies or have connections to Chinese leaders. The deals are ringing alarm bells in Washington. According to a new white paper commissioned by the Department of Defense, Beijing is encouraging Chinese companies with close government ties to invest in American start-ups specializing in critical technologies like artificial intelligence and robots to advance China’s military capacity as well as its economy. The white paper, which was distributed to the senior levels of the Trump administration this week, concludes that United States government controls that are supposed to protect potentially critical technologies are falling short, according to three people knowledgeable about its contents, who spoke on the condition of anonymity. “What drives a lot of the concern is that China is a military competitor,” said James Lewis, a senior fellow at the Center for Strategic and International Studies, who is familiar with the report. “How do you deal with a military competitor playing in your most innovative market?” "
801,U.S. Airstrike in Syria Is Said to Kill Dozens of Civilians,https://www.nytimes.com/2017/03/22/world/middleeast/syria-us-airstrike.html?searchResultPosition=88,2017/03/22,MIDDLE EAST,"BEIRUT, Lebanon — At least 30 Syrian civilians were killed in an airstrike by the United States-led coalition fighting Islamic State militants in a rural area of Raqqa Province early Tuesday, according to residents, activists and state television. The coalition said it had no indications that an airstrike hit civilians, but in its daily report on coalition strikes, the United States military acknowledged that strikes were carried out in the area. It said that coalition warplanes carried out 19 airstrikes on Tuesday — an unusually high number for a single day — on a range of Islamic State facilities near the city of Raqqa. The attack, which hit a school in the town of Mansoura, where civilians had taken shelter on Tuesday night, was the second time in a week that Syrians had accused the United States of involvement in a strike that killed dozens of noncombatants. Forty-nine people died last week when American warplanes fired on a target in Al Jinah, a village in western Aleppo Province. United States officials said the attack had hit a building where Qaeda operatives were meeting, but residents said the warplanes had struck a mosque where hundreds of people had gathered for a weekly religious meeting. The United States military said it was investigating whether civilians had been killed in that airstrike. "
802,"Gorsuch’s Legacy, and the Planet’s",https://www.nytimes.com/2017/03/22/opinion/gorsuchs-legacy-and-the-planets.html?searchResultPosition=87,2017/03/22,OPINION,"This article is part of the Opinion Today newsletter. You can sign up here to receive more briefings and a guide to the section daily in your inbox. The Washington Tidal Basin, the reservoir that sits between the Jefferson Memorial and Washington Monument, is usually jammed with visitors on a weekend morning in late March. They come to see the cherry blossoms that surround the basin in a flush of pink. On Sunday, however, the area was “basically deserted,” as the website Cherry Blossom Watch noted. Why? There wasn’t yet much to see. Washington has just had its warmest winter on record (with a February that was warmer than an average March). The warmth brought many cherry blossoms to the cusp of a very early bloom, at which point they’re delicate. And when a cold spell came last week, it killed many, leaving them wilted and brown. “This is something that has never happened in the 105-year history of cherry blossoms in D.C.,” Mike Litterst of the National Park Service told The Washington Post. The real-world consequences of climate change are accelerating. The Great Plains is suffering its worst drought in a century, hurting many farmers. Pollen counts are rising, aggravating allergies. Warming oceans have killed huge sections of Australia’s Great Barrier Reef, turning their glorious colors to a bleached white that’s as dispiriting as a wilted brown cherry blossom. Just a couple of miles away from the Tidal Basin, on the other end of the Washington Mall, Neil Gorsuch had his second day of confirmation hearings yesterday. For a summary, I recommend coverage from The Times, Slate and Scotusblog. You can also listen to NPR’s Nina Totenberg. Climate change hasn’t been a major focus of the hearings. Yet I expect that the climate will end up being a large part of Gorsuch’s legacy if he joins the Supreme Court. He could be the deciding vote on pollution cases that will come before the court in the near future. Longer term, when the country next has a president who takes climate change seriously, many efforts to fight it are likely to end up before the court. Gorsuch is extremely conservative, and the best working assumption is that he will be hostile to environmental regulation. But that’s not the only possibility. “Gorsuch’s record on environmental cases is sparse,” Patrick Parenteau of Grist has written. “His decisions generally reflect the views of a conservative jurist, but not a particular animosity toward environmental regulations. Plus he’s an avid fly-fisher, which surely counts for something.” Ultimately, some influential conservatives will surely decide they care about the health of the planet. Right? "
803,"California Today: In Washington, Jerry Brown Talks Nuclear Terror",https://www.nytimes.com/2017/03/22/us/california-today-in-washington-jerry-brown-talks-terror.html?searchResultPosition=86,2017/03/22,U.S.,"Good morning. (Want to get California Today by email? Here’s the sign-up.) Let’s turn it over to Jonathan Martin, a national political correspondent, for today’s introduction. WASHINGTON — Gov. Jerry Brown arrived in Washington for his first trip to the capital during the Trump administration with an agenda full to the point of groaning. But in addition to infrastructure, immigration, health care and myriad other issues important to the nation’s largest state, he had another topic on his mind. “The end of the world,” said Mr. Brown. In a visit to The New York Times Washington bureau Tuesday, the always-spirited governor was at his most animated when discussing his work on the board of the Nuclear Threat Initiative and a threat he said should be taken more seriously. “One bomb of 15 kilotons dropped in Washington from a terrorist from some material they put together — unlikely but highly possible — could kill 80,000 people instantly, 100,000 serious casualties, wipe out the president, most of the Congress, whoever is at the meeting and change America forever,” said Mr. Brown, tapping a conference table for emphasis. “End America as we know it. That is not inconceivable.” The governor put in a plug for legislation sponsored by Senator Edward Markey of Massachusetts that would require the president to receive congressional approval to use nuclear weapons. "
804,"Roused by Trump, First-Time Female Candidates Eye Local Seats",https://www.nytimes.com/2017/03/22/nyregion/women-state-local-government.html?searchResultPosition=85,2017/03/22,NEW YORK,"NEW BRUNSWICK, N.J. — Four years of increasing activism and growing political awareness recently brought Lacey Rzeszowski to Rutgers University here, to a packed room of nearly 280 women, each on the cusp of launching a bid for public office for the first time. Spurred by the 2012 shooting rampage in Newtown, Conn., she had pressured local and federal lawmakers on gun control legislation, first on the backs of postcards and then in live confrontations in town halls and congressional offices. Her advocacy led to calls for her to run for office, but Ms. Rzeszowsk had repeatedly declined. Now, seeking solace and inspiration following the 2016 presidential election and the Women’s March on Washington, Ms. Rzeszowski, 42, is squaring off in a tough race against a local Republican for a seat in the New Jersey Assembly. Political activism of all persuasions, ignited largely in response to President Trump, has swelled in the wake of the 2016 election. A monsoon of marchers swept through Washington following the inauguration, letters and phone calls flooded the White House and Congress, and protests erupted at congressional town hall meetings across the nation. But in the social media age, where protest movements often remain relegated to cable news screens and hashtags, some have wondered whether the fervor and energy would be reflected in local, state and federal ballots. The answer seems to be a resounding yes. A surge in demand for programs around the country like the one at Rutgers, along with a significant spike in off-year small dollar fund-raising for local races, suggests that the protest movement is producing a flood of first-timers, led predominantly by new female candidates, on local ballots, from school boards to town councils to state legislatures. "
