,text
805,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • Palestinian unity deal. Hamas and Fatah signed a reconciliation deal in Cairo today that aims to end their decade-old rivalry and paves the way for joint control of Gaza’s borders. Under the agreement, brokered by Egyptian intelligence, Fatah will lift a series of punitive sanctions that it imposed on Hamas-controlled Gaza this year. But it leaves thornier issues unresolved. • Trump’s to-do list. With Congress failing to repeal the Affordable Care Act, President Trump is ready to go it alone on health care. He plans to sign an executive order today that would relax rules on small businesses that band together to buy health insurance. On Wednesday, the president said it was “possible” the U.S. would drop out of the North American Free Trade Agreement. His administration has pushed for significant changes to the deal, but Mexico and Canada say they’re nonstarters. Separately, Mr. Trump threatened to use the government’s power over broadcast licenses to retaliate against NBC for a report about the U.S. nuclear arsenal. Curious about how The Times covers the Trump administration? You can submit questions for a TimesTalk at 6:30 p.m. Eastern today with our White House correspondents Peter Baker and Maggie Haberman, as well as Dean Baquet, our executive editor, that will be moderated by Jim Rutenberg, our media columnist. "
806,"WASHINGTON — President Trump suggested on Wednesday evening that a soaring stock market might be “in a sense” reducing the national debt, a statement that is not true, in any sense. “The country — we took it over and owed over $20 trillion,” Mr. Trump told the Fox News personality Sean Hannity, following similar remarks he made earlier on Wednesday in a speech he delivered on tax issues in Pennsylvania. “As you know the last eight years, they borrowed more than it did in the whole history of our country. So they borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. Possibly picked up the whole thing in terms of the first nine months, in terms of value.” “So you could say, in one sense, we’re really increasing values. And maybe in a sense we’re reducing debt.” The comments represented the latest in a long-shifting series of positions on debt issues for Mr. Trump as both president and candidate, which has included, at various points, proclaiming “I love debt” and also promising to pay off the entire national debt in eight years. Wednesday’s remarks coincide with recent comments by Republican lawmakers and other administration officials playing down concerns about the federal debt. The White House and Republicans in Congress are pushing a tax rewrite that independent analysts warn could add trillions more to the debt, but administration officials say will more than pay for itself with increased economic growth. The federal budget deficit increased in the 2017 fiscal year, both in dollar terms and as a share of the economy, the Congressional Budget Office reported this month. Total debt held by the public stands at $20.38 trillion, up from $19.95 trillion when Mr. Trump took office in January. "
807,"To the Editor: Re “Citing Scandal, Studio’s Board Fires Weinstein” (front page, Oct. 9): I wish Jenni Konner, the executive producer of “Girls,” were right when she says Harvey Weinstein’s firing is a tipping point. Alas, we have a president who brags about sexually abusing woman, lots of gold in the parachutes handed to Roger Ailes and Bill O’Reilly after they were ousted, “gag orders” as standard operating procedure, and countless women in every industry who are experiencing offensive and often criminal sexual misconduct right now. A quarter century after Anita Hill was vilified for speaking out about Clarence Thomas, we have a lot of fighting left to do. Fortunately, activists across the country, many of them women of color, are leading that fight. ELLEN BRAVO, MILWAUKEE The writer is the co-author of “The 9 to 5 Guide to Combating Sexual Harassment” and author of “Again and Again,” a novel about date rape. To the Editor: Harvey Weinstein’s public apology was both condescending and tiresomely clichéd. Mr. Weinstein has undoubtedly downplayed the sexual harassment of countless women in Hollywood over dozens of years. Unfortunately, he is not alone. I spent nine years in Hollywood as an actress. With my freckles and my “girl next door” visage, I was always cast as the little sister or the brainy girlfriend. I naïvely believed that this would safeguard me from the proverbial “casting couch” I had heard so much about. It did not. Over those nine years, I had multiple interactions with well-known directors and producers that were thoroughly offensive, demeaning and inappropriate. I was fortunate enough to extricate myself from these interactions. However, I never felt as if I could “blow the whistle” on these men. They were well respected, powerful and influential. I simply walked away, without giving them what they wanted and without the part. "
808,"Before there was Bach, there was Monteverdi. This is true both historically and for the eminent and versatile English conductor John Eliot Gardiner. In recent decades Mr. Gardiner has been best known for his consuming immersion in Bach, including a yearlong international Bach Cantata Pilgrimage with his Monteverdi Choir and English Baroque Soloists in 2000 and a thoroughgoing biography, “Bach: Music in the Castle of Heaven,” published in 2013. But his formative involvement with Monteverdi dates to the beginning of his career, in 1964, when he began to form that Monteverdi Choir for performances of the composer’s 1610 Vespers — like Monteverdi’s other large-scale works, little performed at the time — with a view to the 400th anniversary of his birth, in 1567. Now Mr. Gardiner, 74, arrives in New York for Monteverdi’s 450th, with a rare semistaged triptych of the composer’s surviving operas, “L’Orfeo” (1607), “Il Ritorno d’Ulisse in Patria” (1640) and “L’Incoronazione di Poppea” (1642), to be performed at Alice Tully Hall next week to open Lincoln Center’s White Light Festival. Reached in Pisa, Italy, last week, between performances of the Vespers there and at Versailles, Mr. Gardiner discussed the project and bringing Monteverdi to Donald Trump’s America. These are edited excerpts from the interview. When you first came to Monteverdi, what did you think he had to say to the 20th century? What’s so striking about Monteverdi is his extraordinary, exceptional ability to encapsulate the whole range of human emotions in music. I don’t think anybody had done it before, and I’m not sure many composers have done it since. "
809,"WASHINGTON — The House, dismissing concern for the rising cost, approved a $36.5 billion aid package on Thursday that would provide hurricane and wildfire relief funding while bailing out the financially troubled National Flood Insurance Program. The aid package would also help Puerto Rico’s financially beleaguered government avoid running out of cash in the wake of Hurricane Maria. Conditions there remain dire, with most of the island still without power three weeks after the storm hit. The House approved the bill 353 to 69, with all of the no votes coming from Republicans. The disaster package, now awaiting consideration in the Senate, would be the second installment of aid money that Congress has approved in response to this year’s hurricanes, after a $15.3 billion relief measure in September. With the tab now more than $50 billion, lawmakers warn that much more money will still be needed. Lawmakers from Texas and Florida have already outlined expansive requests, adding up to tens of billions of dollars in total. And the United States Virgin Islands delegate to the House, Stacey Plaskett, a Democrat, complained that the package lacked aid needed by her devastated territory. “I know people are concerned that not every state’s need is met, but this is, I think, a good step in the right direction,” said Representative Rodney Frelinghuysen, Republican of New Jersey and chairman of the House Appropriations Committee, who urged his colleagues to vote for the bill “so we can get this money out the door as quickly as possible.” The governor of the Virgin Islands, Kenneth E. Mapp, wrote to congressional leaders on Thursday to request $5.5 billion of disaster relief for the United States territory, a group of islands east of Puerto Rico that was raked by Hurricanes Irma and Maria. “We are at the U.S. government’s mercy,” the governor said, describing destroyed hospitals, schools and fire stations, two heavily damaged airport terminals, and an electrical grid that was a total loss. He said the greatest share of the aid would be put toward housing, because most homes on the islands had been “destroyed or substantially damaged,” along with the hotels and resorts at the heart of their economy. "
810,"The news arrived on Oct. 11, a day — as Facebook reminded us — designated as the International Day of the Girl. On the surface, it even seemed like it might be a progressive change: The Boy Scouts of America announced that it would allow girls to participate in Cub Scouts and to eventually earn Eagle Scout rank. The responses fell into a few broadly predictable categories. Some applauded what they saw as a long-overdue opening of closed doors, along the lines of the January announcement that transgender boys could join scouting and the 2013 end to the ban on gay members. Others, mostly men, many of them former scouts, objected to what they saw as creeping political correctness, an incursion of unwanted female influence into an all-male bastion. On Fox News, Laura Ingraham attributed the change to a “small, radical group of gender-benders.” But both sides seemed to agree that the shift in policy, whether they loved it or hated it, was essentially progressive. They’ve been had. The Boy Scouts’ decision to open its ranks to girls appears to be less an evolution toward openness and inclusion than a calculated business strategy. The move allows the organization, which has been rocked by revelations of decades of sexual abuse, to improve its public image. It opens up a broad new market with the promise of increased revenue, an attractive proposition for a nonprofit that has seen both membership rolls and corporate sponsorships shrink in recent years. Most crucially, it’s a direct attack on the Girl Scouts, a group that shares some historical roots with the Boy Scouts but has grown into a very different organization, with very different values. Unlike the Boy Scouts, in which individual troops are overwhelmingly affiliated with churches — a large share are tied to conservative denominations; an estimated 20 percent of scouts are Mormon, for instance — the Girl Scouts are a secular organization. While the Boy Scouts have an official policy against atheists and agnostics participating in scouting, the Girl Scouts make it clear that girls may substitute any words they like for the part of the Girl Scout Pledge in which they promise “to serve God.” "
811,"WASHINGTON — He was talking taxes with truckers on Wednesday evening when President Trump suddenly diverged into a curious tangent. He had been given “some very, very important news” that “you’ll probably be hearing about” in the next few days. What it was, he did not say. If the truckers packed in the airport hangar in Harrisburg, Pa., went home that night scratching their heads, Mr. Trump was right that they would eventually realize what he was referring to. By Thursday morning, word emerged that an American woman and her family had been released after five years of captivity by Afghan militants. The forecast by the president seemed to contradict Mr. Trump’s own declaration that he never telegraphs his moves in advance. But advisers have long ago learned that if Mr. Trump is told something, he may not be able to restrain himself from sharing, as he did with intelligence gleaned from the Israelis when he met with the Russian foreign minister in May. In this case, it was unclear whether Mr. Trump was hinting at a delicate development before it was fully completed, but aides were sensitive afterward about not disclosing anything prematurely. Mr. Trump often criticized his predecessor, President Barack Obama, for discussing overseas operations too early. “I don’t want to be one of these guys that say, ‘yes, here’s what we’re going to do,’” he said shortly after taking office. The American hostage, Caitlan Coleman, her Canadian husband and their three children were freed from captivity “through an intelligence-based operation by Pakistan troops,” according to a statement from the Pakistani government. But the family was not yet in American hands. The Pakistanis said the hostages, captured in Afghanistan in 2012, were tracked as they were moved across Pakistan. “The operation by Pakistani forces, based on actionable intelligence from U.S. authorities, was successful,” the statement said. "
812,"Good morning. Here’s what you need to know: • Aung San Suu Kyi, in a nationally televised speech, pushed back against international criticism of Myanmar over the Rohingya crisis and promised to oversee efforts to repatriate those who’ve fled to Bangladesh. She did not address their accounts of the military driving them out with arson, murder and rape. Our correspondent was in Yangon, Myanmar’s commercial capital, to learn why the international diplomatic corps there has been so silent. Some diplomats said they were trying to preserve whatever influence they have left to avert an even worse catastrophe. _____ • President Trump is expected to disavow the Iran nuclear deal today, despite mounting opposition from European allies and fellow Republicans. "
813,"Ai Weiwei lives his life in public: blogging his anger at the Chinese government, transforming his detention into harrowing dioramas, and now Instagramming up a storm from his exile in Berlin. Over the last two years, the world’s most famous artist-activist has been traveling to refugee camps from Greece to Iraq and Gaza to Myanmar, documenting the displacement of millions and the borders they are desperate to cross. Others might have stayed behind the camera. Mr. Ai, now a refugee himself, puts himself right in front. The worldwide refugee crisis is the subject of “Human Flow,” Mr. Ai’s new film, and it also informs a gargantuan undertaking of new public artworks in New York, running from Harlem to Flushing and united under the title “Good Fences Make Good Neighbors.” Put aside its cheesy title, cribbed from Robert Frost, and there is a fair deal to admire in this new endeavor, which consists of new sculptures in the form of steel barriers; hundreds of lamppost banners of refugees past and present; and interventions at bus stops across the five boroughs. Remember the 1990s, when the hawkers of globalization told us this century would see borders fall? In fact construction of international walls and fences has surged worldwide to deter unauthorized migration; Europe’s borderless Schengen zone is under existential threat; Brexit promises to divide Ireland once again; and, if someone has his way, a “big, beautiful wall” may rise south of here soon. Mr. Ai saw those barriers firsthand while filming “Human Flow.” Now he has brought them to New York, where they fit in with alarming naturalness. This week I saw a solid hunk of the hundreds of small and large additions Mr. Ai has made to New York’s streets and parks. Out in Queens, Mr. Ai has encircled the Unisphere — the stainless steel globe that’s the primary symbol of the 1964 World’s Fair — with a running mesh lattice that rises to about knee height. “Circle Fence” cannot be traversed; this is an insuperable border. Yet the nets’ soft and pliant forms, which you’re free to touch or sit upon, may put you in mind of fishermen or trapeze artists more than of guards and wardens. "
814,"As National Football League team owners consider President Trump’s call to fire players who refuse to stand for the national anthem, they have stumbled into one of the most consequential debates in today’s workplace: How far can workers go in banding together to address problems related to their employment? In principle, the answer in the N.F.L. and elsewhere may be: Quite far. To the extent that most people think about the reach of federal labor law, they probably imagine a union context — like organizing workers, or bargaining as a group across the table from management. As it happens, the law is much more expansive, protecting any “concerted activities” that employees engage in to support one another in the workplace, whether or not a union is involved. The National Labor Relations Board and the courts have defined such activity to include everything from airing complaints about one’s boss through social media to publicly supporting political causes that have some bearing on one’s work life. The league’s operations manual says players must be on the sidelines during the anthem and should stand. While the law might not bear on whether an individual player can kneel during the anthem, many experts say it could protect players from repercussions for making such a gesture together — or taking other action — to show solidarity on the job. And as unionization continues its decades-long decline, some believe that these alternative forms of taking collective action may be crucial to enabling workers to speak up. “Workers without a traditional organization that is meant to protect them at work are kind of scrambling around for new ways of protecting themselves,” said Benjamin Sachs, a labor law professor at Harvard University. “It does feel like these are nascent forms of something new.” "
815,"You know something is wrong when Wall Street loan sharks show more heart than the president of the United States. Last week, some of the companies that hold Puerto Rico’s $74 billion in debt and had been suing to force payment, no matter the consequences, started talking about cutting the island a break after Hurricanes Irma and Marie. One firm said it was dropping its lawsuit (at least for now). A top executive of a mutual fund admitted that Wall Street miscalculated the risk of buying all those unsustainable tax-free bonds from Puerto Rico in the first place and may actually have to lose some money on the deal. After all, said Dan Fuss, vice chairman of Loomis Sayles & Co.: “They are U.S. citizens. We are U.S. citizens. We have an obligation to help.” President Trump, who has made some halfhearted and condescending efforts to show concern about Puerto Rico, is having none of that nonsense. In one of his deranged early-morning Twitter rants, Trump said on Thursday that Puerto Rico’s “infrastructure was disaster before hurricanes.” He said Congress, which he knows perfectly well can’t do much of anything, has to “decide how much to spend” and warned that he “cannot keep” federal disaster relief officials and the military in “P.R. forever!” "
816,"MANILA — President Rodrigo Duterte of the Philippines threatened on Thursday to expel the ambassadors representing the European Union, suggesting that he would give them 24 hours to leave his country. “You think that we are a bunch of morons here,” Mr. Duterte said in an expletive-laden speech at the presidential palace. “Because we can have the diplomatic channel cut tomorrow. You leave my country in 24 hours. All. All of you.” His remarks appeared to be a reaction to recent criticism of the country’s war on drugs, in which thousands of people have been killed by the police. A director of Human Rights Watch suggested that the Philippines should be removed from the United Nations’ top human rights body. A group including European lawmakers issued a statement after a visit to the country last week suggesting that the European Union might tighten its terms of trade with the Philippines for human rights reasons. The European Union said in a statement issued by its delegation in Manila that the lawmakers’ visit had been a private trip organized by the Progressive Alliance — a group that is critical of the Duterte government — not an official mission. “The statements made by the Progressive Alliance during its visit to the Philippines were made solely on behalf of the Progressive Alliance and do not represent the position of the European Union,” the statement said. "
817,"WASHINGTON — President Trump will scrap subsidies to health insurance companies that help pay out-of-pocket costs of low-income people, the White House said late Thursday. His plans were disclosed hours after the president ordered potentially sweeping changes in the nation’s insurance system, including sales of cheaper policies with fewer benefits and fewer protections for consumers. The twin hits to the Affordable Care Act could unravel President Barack Obama’s signature domestic achievement, sending insurance premiums soaring and insurance companies fleeing from the health law’s online marketplaces. After Republicans failed to repeal the health law in Congress, Mr. Trump appears determined to dismantle it on his own. Without the subsidies, insurance markets could quickly unravel. Insurers have said they will need much higher premiums and may pull out of the insurance exchanges created under the Affordable Care Act if the subsidies were cut off. Known as cost-sharing reduction payments, the subsidies were expected to total $9 billion in the coming year and nearly $100 billion in the coming decade. “The government cannot lawfully make the cost-sharing reduction payments,” the White House said in a statement. It concluded that “Congress needs to repeal and replace the disastrous Obamacare law and provide real relief to the American people.” In a joint statement, the top Democrats in Congress, Senator Chuck Schumer of New York and Representative Nancy Pelosi of California, said Mr. Trump had “apparently decided to punish the American people for his inability to improve our health care system.” "
818,"Ben Shapiro, the conservative writer, prides himself on speaking bold truths to liberal power. His shtick goes something like this: Set up a speech in a progressive bastion, ideally a college campus full of coastal elites who have never left their bubble. Spar with snowflakes who are offended by something he says about race or gender and perhaps even believe he never should have been invited in the first place. Post the exchange on the internet and use it as proof that the cultural consensus is stacked dramatically against conservatives. As Mr. Shapiro has put it: “The left has run out of aggressors to target; instead, they’ve become the aggressors, self-righteous morality police dedicated to wiping out dissenting thought.” It’s true that campuses tend to be hostile places to conservatives like Mr. Shapiro, Charles Murray and Heather Mac Donald. But the notion that they are the cultural underdogs is bogus. What Mr. Shapiro does on campus is shadow boxing meant to pander to his conservative fans whose values dominate mainstream American culture. If he wanted to be genuinely brave, he’d challenge some of the wrongheaded ideas held by his right-wing fans. Instead, he uses his megaphone — the website The Daily Wire — to reinforce what they already believe. To take only the most recent example: On Monday, The Daily Wire published a video that depicted Native Americans as animated savages before the arrival of Christopher Columbus. In one slide, the video lists Native American achievements as consisting of dreamcatchers, tomahawks and cannibalism, while stating that Columbus’s arrival in 1492 assured the arrival of “math” and “the iPhone.” The animated video was actually the second one The Daily Wire posted this past weekend on the subject; the other carried the subtle title “Christopher Columbus Actually Was a Great Man.” Mr. Shapiro and The Daily Wire aren’t alone in pandering to their readers. Over at the website The Federalist, the editors took the opportunity of Columbus Day not to examine its complicated legacy or illuminate some overlooked aspect of history but to publish an article titled “Why ‘Indigenous Peoples’ Day’ Is Far Worse Than Columbus Day,” which makes the case that the historical violence of some Native American peoples wash Columbus clean of his genocidal sins. “The only reason,” it says, that anti-Columbus activists “ideological idiocy has free rein today is because Europeans showed up in 1492.” That same publication had a “black crime” tag on its website until two weeks ago, which included an article titled “If You Don’t Want Police to Shoot You, Don’t Resist Arrest.” The subheading: “Every time I hear of a black man getting killed by the cops, he’s almost always a criminal thug I have no desire to defend.” "
819,"WASHINGTON — For months, Facebook has been trying to counter criticism about its influence on the 2016 presidential election. The company has hired three crisis communications firms and has bought digital and newspaper ads. Mark Zuckerberg, its chief executive, has posted live video to the social network to explain how much he cared about election integrity. This week, it sent Sheryl Sandberg to Washington to charm Congress and the public. Ms. Sandberg, Facebook’s chief operating officer, acted as the giant tech company’s chief ambassador in the capital on Wednesday and Thursday — shuttling around to talk with dozens of lawmakers, and making numerous promises about how the company would change. In a public appearance hosted by Axios, the news start-up, she admitted that Facebook had made mistakes during the presidential campaign. She offered lawmakers who are investigating Russia’s meddling in the election more data from the company. And she promised the Congressional Black Caucus that she would help appoint an African-American to the Facebook board. “She said 10 to 15 times, ‘We’ve got to do better,’” Representative Emanuel Cleaver II, a Democrat from Missouri, said after Ms. Sandberg met with the Congressional Black Caucus, which has complained about the level of diversity at the company. Facebook faces a variety of concerns about fake news and its broader role in the presidential campaign. But the criticism has become far more intense in the last few months, after the company revealed that Russian-linked groups bought more than $100,000 in ads on Facebook to influence the election. The complaints about Facebook have also helped propel debate about the technology industry more widely, and whether the biggest technology companies — like Facebook, Google and Amazon — have grown too large and powerful. Some lawmakers are now talking about potential ways to regulate the businesses. "
820,"SEOUL, South Korea — In the late 1980s, when I was in third grade in South Korea, a teacher spent an entire class period telling us that the United States was deliberately keeping the Korean Peninsula divided so it could sell weapons to our country. I repeated the story at home, and my mother and brother told me that my teacher must be a radical pro-North Korean sympathizer. I should know that the United States is our ally, they said, and that our real enemy is Kim Il-sung up north. Communists want to destroy us, and Americans were simply trying to protect us and our precious democracy. I believed it then. But it now looks like America could bring our doom. As the Russian foreign minister, Sergey Lavrov, put it, President Trump and the North Korean leader, Kim Jong-un, are acting like “children in a kindergarten,” spewing incendiary words and issuing threats. And while Mr. Trump and Mr. Kim try to outdo each other with verbal pyrotechnics, fear is growing in South Korea that we may be heading toward war. The new variable is Mr. Trump, who has no problem stooping to the level of a dictator. The man who’s supposed to be Seoul’s dependable ally is playing a dangerous game of one-upmanship to the peril of everyone who lives on the Korean Peninsula. Back in April, Mr. Trump tweeted that if the Chinese don’t help the United States deal with the North Korean nuclear problem, “We will solve the problem without them!” This was followed by Mr. Trump’s threat to rain “fire and fury” down on North Korea. He has taken to belittling Mr. Kim as “Little Rocket Man,” promising that North Korean leaders “won’t be around much longer!” More recently, Mr. Trump said that Secretary of State Rex Tillerson, on a diplomatic mission to East Asia, was “wasting his time trying to negotiate with Little Rocket Man.” He added, “Save your energy, Rex, we’ll do what has to be done!” "
821,"WASHINGTON — The Trump administration announced on Thursday that it would withdraw from Unesco, the United Nations cultural organization, after years of the United States distancing itself because of what it called the group’s “anti-Israel bias.” The administration also cited mounting arrears at the organization as a reason for the decision. “We were in arrears to the tune of $550 million or so, and so the question is, do we want to pay that money?” Heather Nauert, a spokeswoman for the State Department, said Thursday at a news briefing. She added, “With this anti-Israel bias that’s long documented on the part of Unesco, that needs to come to an end.” While the United States withdrew from the group, the Trump administration said it wanted to continue providing American perspective and expertise to Unesco, but as a nonmember observer. The withdrawal goes into effect at the end of 2018, but that decision could be revisited, officials said. If Unesco returns “to a place where they’re truly promoting culture and education on all of that, perhaps we could take another look at this,” Ms. Nauert said. Unesco, the United Nations Educational, Scientific and Cultural Organization popularly known for its designation of World Heritage sites, is a global development agency with missions that include promoting sex education, literacy, clean water and equality for women. In a lengthy written statement, Irina Bokova, Unesco’s director general, expressed regret at the decision and said that the American people shared the organization’s goals. "
822,"To the Editor: Re “President Issues Terms of a Deal Over ‘Dreamers’ ” (front page, Oct. 9): As time passes and the six-month deadline for congressional action to protect Dreamers like me gets nearer, the sense of urgency seems to be deteriorating. I was one of the first persons to have Deferred Action for Childhood Arrivals granted. I played by the rules. I worked hard to get into college and even harder to make it through college. I am months away from graduating from the University of California, Berkeley. I have a clean record. I’ve repeatedly been admitted to prestigious internships, I have several mentors and whether I’d succeed was never in question. The conditions that President Trump has set for a bipartisan deal to protect the DACA recipients dim the chance of a deal, but I urge Democrats and Republicans not to politicize the lives of hundreds of thousands of people like me. Pass something. I and other Dreamers belong in this country. I spent only the first year of my life in Mexico, but because I was born there, this government fails to see me as American. Whether some like it or not, immigrants continue to shape and be a part of America. It is time that we stop dehumanizing fellow Americans. DIANA JAUREGUI IÑIGUEZ
BERKELEY, CALIF. To the Editor: President Trump’s latest anti-immigrant demand — that any legislation to protect Dreamers include a crackdown on unaccompanied children, concentrated at the border — is illogical and inhumane. First, deporting children would not deter other child migrants, as some hard-liners suggest. It is Central America’s horrific gang violence, not American immigration policy, that prompts parents to make the heart-wrenching decision to send their children on the perilous journey north. Second, border apprehensions, including of minors, have dramatically declined under Mr. Trump, which he attributes to his rhetoric. Instead, he should be thanking Mexico. Since 2014, when record numbers of unaccompanied children arrived at our border, Mexico has substantially increased apprehensions at its own southern border as well as resettlement of migrants in Mexico. "
823,"WASHINGTON — The message was as stark as it was startling. Three weeks after a killer hurricane ravaged Puerto Rico, President Trump indicated on Thursday that he was losing patience. At least some of the blame for the continuing crisis is yours, he told the island territory, and the federal government will not stay “forever.” While most residents endured another day without power and many without water or other basic services, Mr. Trump upbraided Puerto Rico’s leadership for mismanagement that predated the storm and said troops and emergency workers would eventually leave. Caught off guard, his advisers scrambled to reassure Puerto Rico that Washington was not abandoning it. The president’s warning came on the same day the House approved $36.5 billion in aid for natural disasters, including in Puerto Rico, with the tab rising weekly. Federal agencies expect to spend years helping the island rebuild. But Mr. Trump, who has been criticized for a slow and not always empathetic response to the storms that devastated Puerto Rico, sought to refocus responsibility to where he believes it belongs. “ ‘Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making.’ says Sharyl Attkisson,” he wrote on Twitter, citing the host of a public affairs show on Sinclair Broadcast Group television stations. “A total lack of accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend. We cannot keep FEMA, the Military & the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!” The tweets set off alarms in San Juan, the Puerto Rican capital, where Ricardo A. Rosselló, the governor, anxiously called John F. Kelly, the White House chief of staff, to seek an explanation. Mr. Kelly reassured him that no federal resources were being withdrawn anytime soon and then made an unannounced visit to the White House briefing room to repeat the message for the news media. “Our country will stand with those American citizens in Puerto Rico until the job is done,” Mr. Kelly said. The president, he asserted, merely meant that eventually the federal government would complete its mission. “The whole point is to start to work yourself out of a job,” he said. "
824,"New York City may be more lamentably dull than it was 20 years ago, but it remains a magnet for exceptional talent — in many parts of Brooklyn it is easier to trip over Rhodes scholars than it is to find a half-gallon of milk with additives. Recent economic studies also suggest that as knowledge fields have become increasingly concentrated in the country’s biggest cities, New York has become even more attractive to the brilliant and prestigiously educated. That from this vast pool we have not been able to fish out a vibrant, impressive (and young) political class is one of the paradoxes of life in New York right now. That we collectively mourn the loss of every old bar with sawdust on the floor more operatically than we despair the enfeebled state of our civic life is another aspect of the current disconnect. The mayoral debate this week provides merely the most immediate path to validating these claims. Bill de Blasio, an unpopular incumbent who maintains the fantasy that he is a national voice on progressive issues, went up against two opponents: the Republican Nicole Malliotakis, a representative in the State Legislature who looks at glaringly low crime statistics and manages to see Hell’s Kitchen in 1975, and Bo Dietl, a former detective, running as an independent who, aside from his various crimes against decorum and syntax, last spring admitted that he had been hired by Fox News to investigate and discredit the women who said that they had been victims of sexual harassment there. Episodes of the “Real Housewives” have delivered less shouting and more illumination. At the same time, Manhattan’s district attorney, Cyrus Vance Jr., a Democrat whose political ambitions were supported by a celebrated last name (his father was secretary of state in the 1970s) is running for re-election unopposed. This must now serve as a source of regret to anyone who might have considered mounting a challenge. Recent revelations have Mr. Vance refusing to prosecute Harvey Weinstein for sexual assault and Ivanka Trump and Donald Trump Jr. for fraud, despite significant evidence. Investigative reports have noted a backdrop of contributions made to Mr. Vance’s campaign from lawyers representing the prospective defendants. Mr. Vance and members of his team have maintained that in each case there was insufficient proof to go forward, and yet Mr. Vance did return the contribution from the Trump lawyers after details were publicized. Capitalizing on the moment, Marc Fliedner, a former prosecutor in Brooklyn and civil rights lawyer, presented himself as a write-in candidate. In Staten Island there is the spectacle of Michael Grimm, a Republican working to reclaim the congressional seat he lost when he pleaded guilty to tax fraud and went to prison. “I am absolutely absorbed with the question of how you get better people into politics,” Richard Ravitch, the businessman, former lieutenant governor in New York and longtime consigliere to state and city officials, told me. “I teach a lot; I’m around young people, and no one wants to run for office anymore.” The cult of money is at least in some part to blame, given how many young people come to the city with the pronounced aspiration to make lots of it, and given how severe an impediment the high cost of living here can be to time spent in public service. "
825,"CAIRO — After a decade of hostility and recrimination, the two main Palestinian factions came together in Cairo on Thursday to sign a reconciliation deal that holds out the tantalizing prospect of a united Palestinian front. Hopes for the agreement, signed under the watchful eye of Egyptian intelligence, were tempered by the knowledge that many previous Palestinian initiatives have failed. Yet there is optimism that this time may be different, partly because the stakes are so much higher. For the two million Palestinians of Gaza, trapped in a tiny coastal strip that is frequently compared to an open-air prison, the Cairo deal offered a potential respite from their lives of dire shortages of electricity and lifesaving medicine, as well as a chance to travel to the outside world. For the Palestinian leadership, it held out the prospect of negotiating with Israel with a single voice, even as it forced the divided territory’s most radical militants to make painful concessions that acknowledged their own failure to advance their cause. Hamas, which controls Gaza and has fought Israel three times, said it was ready to cede control of Gaza’s borders and allow the rival Palestinian Authority to effectively take over the day-to-day running of the territory. It was a sobering reality check for a group that, despite years of fiery defiance and arms supplies from Iran, cannot rule Gaza without help from Fatah, the rival faction that controls the Palestinian Authority and was driven out of Gaza in violent clashes 10 years ago. "
826,"On July 14, 2016, as French families strolled along Nice’s seafront promenade, a Tunisian man driving a large truck rammed into a crowd, killing 86 people. A month later, the mayor of nearby Cannes declared that “burkinis” — a catchall term for modest swimwear favored by many religious women — would be banned from the city’s beaches; a municipal official called the bathing suits “ostentatious clothing” expressing an “allegiance to terrorist movements that are at war with us.” One of the law’s first victims was a third-generation Frenchwoman who was ordered by the police to strip off her veil while onlookers shouted, “Go back to your country.” Still, many French politicians and intellectuals rushed to defend the ban. The former president Nicolas Sarkozy called modest swimwear “a provocation”; Alain Finkielkraut, a prominent philosopher, argued that “the burkini is a flag.” But what they presented as a defense of secular liberal values was in fact an attack on them — a law, masquerading as neutral, had explicitly targeted one religious group. When rapid immigration and terrorist attacks occur simultaneously — and the terrorists belong to the same ethnic or religious group as the new immigrants — the combination of fear and xenophobia can be dangerous and destructive. In much of Europe, fear of jihadists (who pose a genuine security threat) and animosity toward refugees (who generally do not) have been conflated in a way that allows far-right populists to seize on Islamic State attacks as a pretext to shut the doors to desperate refugees, many of whom are themselves fleeing the Islamic State, and to engage in blatant discrimination against Muslim fellow citizens. But this isn’t happening only in European countries. In recent years, anti-immigration rhetoric and nativist policies have become the new normal in liberal democracies from Europe to the United States. Legitimate debates about immigration policy and preventing extremism have been eclipsed by an obsessive focus on Muslims that paints them as an immutable civilizational enemy that is fundamentally incompatible with Western democratic values. Yet despite the breathless warnings of impending Islamic conquest sounded by alarmist writers and pandering politicians, the risk of Islamization of the West has been greatly exaggerated. Islamists are not on the verge of seizing power in any advanced Western democracy or even winning significant political influence at the polls. The same cannot be said of white nationalists, who today are on the march from Charlottesville, Va., to Dresden, Germany. As an ideology, white nationalism poses a significantly greater threat to Western democracies; its proponents and sympathizers have proved, historically and recently, that they can win a sizable share of the vote — as they did this year in France, Germany and the Netherlands — and even win power, as they have in the United States. "
