,text
1321,"It has been a bad month for the fight against climate change. Amid heat waves, wildfires, droughts and Arctic ice melt, President Trump has taken aim at the two central pillars of his predecessor’s ambitious efforts to reduce carbon dioxide emissions. After proposing in early August to freeze a scheduled increase in fuel economy standards for cars and light trucks, the Trump administration on Tuesday said it would seek to significantly weaken the Obama-era Clean Power Plan, aimed at reducing greenhouse gas emissions from coal-fired power plants. Those two economic sectors — transportation and electricity production — are the biggest contributors to greenhouse gas emissions in the United States, accounting for 56 percent of the total. In taking on the Clean Power Plan, Mr. Trump says he wants to save coal, but the reality is that coal is not coming back. Market forces conspire against it. Even without any policy, the economic imperatives driving the transition to cleaner fuels are expected by 2030 to reduce carbon dioxide emissions in the power sector by 33 percent of their 2005 levels, according to the Environmental Protection Agency. With the Obama plan, the reduction would be 36 percent; with the Trump administration’s new Affordable Clean Energy Rule, it would be 33 to 34 percent. Coal’s decline is being driven far less by government regulation than by cheap natural gas prices and the falling costs of renewable energy. Therefore, scrapping President Barack Obama’s Clean Power Plan can’t save coal — although the Trump administration’s misguided plan to subsidize uncompetitive coal plants could, at least in the short term. So why does this proposed rollback of power sector climate regulations matter if it won’t change the carbon emissions trajectory much? First, firm policy direction from the government provides investors and utilities with certainty about the investment outlook and ensures emissions reductions even if the market shifts. Just as few predicted the collapse in natural gas prices a decade ago, there is a wide range of uncertainty about what energy prices will look like in the future. "
1322,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. A one-two punch in Washington, political anxiety in Australia and Facebook’s discovery of influence campaigns around the world. Here’s what you need to know: • A grim focus inside the White House. After the conviction of his former campaign chairman and a plea deal by his former personal lawyer and fixer, President Trump mostly avoided the topic at a rally in West Virginia, above. The next morning, he monitored the headlines, sat for an interview with Fox News and discussed ways to try to seize the news cycle again. But the legal setbacks — and the possibility that both defendants might cooperate with the special counsel — have all but collapsed his attempts to dismiss the criminal investigations engulfing his tenure. Even Mr. Trump’s staunchest defenders acknowledge that he could be exposed to the possibility of impeachment. We know it’s a confusing story. Here’s an overview of all the moving parts. _____ • Malcolm Turnbull fights for his job. If the Australian prime minister survives today’s political jockeying in Canberra, he’ll have the two weeks of lawmakers’ recess to regroup. According to this report, he may not make it. Peter Dutton, the right-wing populist who narrowly lost a leadership challenge on Tuesday, could mount another try today. Mr. Turnbull has rejected most of the flurry of resignations from ministers, but the Liberal Party is in obvious crisis. "
1323,"PENN YAN, N.Y. — For the first three weeks of July, Peter Martens prayed for rain. At the end of the month the rain finally arrived, but by then it was too late for some of his crops. For others, it was too much water, too quickly. The lack of rain, Mr. Martens said, will reduce his corn yield by about 20 percent, but the late-summer deluges damaged the quality of his spelt, a type of wheat. New York’s extreme weather this summer, which began with a drought followed by flash flooding, has been enough to make it a difficult season for the state’s farmers. But farmers say President Trump’s trade war and his administration’s crackdown on immigration have made a bad summer far worse. Red numbers are filling farmers’ balance sheets: Mr. Martens’s butternut squash is covered in weeds because he did not have enough workers, at the right time, to hoe the field and now his yield will be far less than he expected. He is also nervous about selling his red kidney beans because higher tariffs abroad threaten to drive down the price as international markets disappear. “There was always something that did well,” Mr. Martens said about the variety of crops on his farm in Penn Yan, N.Y. “Now if nothing does well, what do you do?” "
1324,"Federal Reserve officials are poised to continue gradually raising interest rates but are monitoring for signs of widespread economic fallout from President Trump’s trade policies, according to minutes from the most recent Fed meeting released on Wednesday. The Fed minutes suggest that officials are concerned that Mr. Trump’s tariffs could hurt the current economic recovery but are waiting to see evidence of any damage in the data. Fed officials are also increasingly worried that trouble is brewing in the residential construction market, based on a recent slowdown in home building. For now, however, the Fed shows no signs of deviating from its current path to return interest rates to more historically normal levels, despite Mr. Trump’s recent calls for the central bank to stop raising interest rates. Several officials hinted in the minutes that they are preparing to remove a hallmark phrase of the last decade, one that has indicated the Fed intends to provide support for the economy. Future Fed statements may no longer carry language reading “the stance of monetary policy remains accommodative” as rates continue to rise toward a more historically normal level and the Fed continues to wind down its post-crisis economic stimulus. Federal Open Market Committee officials left rates unchanged after the meeting that ended Aug. 1 and laid the groundwork in their post-meeting statement to raise rates in September, the third time this year. Since mid-July, Mr. Trump has used interviews and Twitter to pressure the Fed and its chairman, Jerome H. Powell, to pause the pace of increases, which have left the Fed’s target interest rate between 1.75 percent and 2 percent. Minutes from the meeting revealed no willingness among Fed officials to grant Mr. Trump’s request. Officials “indicated that information gathered since the Committee met in June had not significantly altered their outlook for the U.S. economy,” the minutes reported. “Many participants suggested that if incoming data continued to support their current economic outlook, it would likely soon be appropriate to take another step in removing policy accommodation.” "
1325,"LONDON — The picture was just like many of the other Facebook posts criticizing Britain’s decision to leave the European Union: a fake commemorative stamp showing a person preparing to shoot himself in the foot. But on Tuesday, Facebook revealed that the unremarkable post was anything but. It originated from an Iranian-backed group aimed at Britain, in what the company said was the first known instance of a foreign influence campaign aimed at people outside the United States. Facebook has spent the past two years trying to block foreign propaganda in the United States. But its disclosure of hundreds of fake accounts and pages, including the one tied to the Iranian-backed group, revealed that the foreign manipulation of elections through Facebook extends across the globe. Tactics used by Russia-linked groups ahead of the 2016 presidential election are being applied in Britain, the Middle East and Latin America. Europe, where Facebook has more users than in the United States, is particularly worried. The company’s announcement exacerbated concerns that the region will be a regular target of foreign propaganda efforts — including ahead of next year’s European Parliament elections, which will help set the policy direction in Brussels for the next five years. The discovery immediately added momentum in Europe to pass new laws to clamp down on social media platforms, including rules to remove terrorist content and to restrict how voters are targeted with political messages online. Vera Jourova, a European commissioner who has been involved in writing new election regulations for the entire region, said, “We need to do more to protect our elections and tackle the online challenges to elections head on.” In a statement, Ms. Jourova promised election rules would be introduced in the next few months, ahead of the European Parliament elections in May. "
1326,"WASHINGTON — A federal judge on Wednesday ordered the release of a long-secret report that could shed light on whether lawyers working for Ken Starr, the independent counsel who investigated President Bill Clinton, violated the law in disclosing information to news organizations. Brett M. Kavanaugh, President Trump’s Supreme Court nominee, was among the lawyers in Mr. Starr’s office, which was accused by Mr. Clinton’s lawyers of violating grand jury secrecy rules. It is not known whether Mr. Kavanaugh, now a judge on the United States Court of Appeals for the District of Columbia Circuit, was named or criticized in the 1999 report. Judge Royce C. Lamberth, of the Federal District Court in Washington, ordered the National Archives to release the report by Friday afternoon. The Justice Department, in a court filing on Wednesday, told Judge Lamberth that it did not object to the release of the report, which it said “investigates allegations of wrongdoing but ultimately finds no violations.” “With the exception of redactions to protect the privacy of one individual discussed in the report — an individual who is not Judge Brett Kavanaugh — and subject to the ordinary review process of the National Archives, the government does not object to the report’s unsealing,” the Justice Department’s filing said. The report, from a special master appointed by a federal judge, has been the subject of extraordinary secrecy. American Oversight, a liberal watchdog group, asked for its release last week, saying that “Judge Kavanaugh’s potential involvement” in misconduct “is a matter of great public importance and current national debate.” "
1327,A setback for the president.  
1328,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. A grim focus in the White House: The morning after the conviction of Paul Manafort, his former campaign chairman, and a guilty plea by Michael Cohen, his former personal lawyer and fixer, President Trump monitored the headlines, sat for an interview with Fox News and discussed ways to try to seize the news cycle again. But the legal setbacks — and the possibility that both defendants might cooperate with the special counsel — have all but collapsed the president’s attempts to dismiss the criminal investigations engulfing his tenure. Even Mr. Trump’s staunchest defenders acknowledge that he could be exposed to the possibility of impeachment. We know it’s a confusing story. Here’s an overview of all the moving parts. _____ 2. The Democratic National Committee said it had warded off an attempt to hack its voter database. The F.B.I. is investigating the attack, which the committee learned of this week, according to two officials. It was not immediately clear who was behind the hack. The committee was hacked in 2016 during the presidential election campaign, and the episode was later traced back to Russia. "
1329,"Investigators in New York issued a subpoena to Michael D. Cohen, President Trump’s former fixer and lawyer, for documents related to the Donald J. Trump Foundation on Wednesday, an escalation of the Cuomo administration’s investigation into whether the president’s charity violated tax laws. After receiving the subpoena, Mr. Cohen called the investigators in the state Tax Department to ask when they could talk, according to a person with knowledge of the investigation. The subpoena was issued less than a day after Mr. Cohen pleaded guilty in Federal District Court in Manhattan to charges including campaign finance violations, in the form of payments to two women who said they had affairs with Mr. Trump, for the “purpose of influencing the election” for president in 2016. It also came amid a continuing war of words between Gov. Andrew M. Cuomo, a sharp-elbowed Democrat who is said to have presidential aspirations, and Mr. Trump, as both have lobbed personal attacks at each other over Twitter and in speeches. Mr. Cuomo — whose primary opponent, Cynthia Nixon, has accused him of only lukewarm liberalism — has presented himself as a progressive foil to Mr. Trump. The subpoena to Mr. Cohen on Wednesday, issued by the state’s Department of Taxation and Finance, seemed calculated to strike yet another blow — both legal and political — against the president and his inner circle. It seeks documents related to both personal and business federal tax filings, as well as state tax filings, connected to the foundation, according to two senior Cuomo administration officials, who spoke on condition of anonymity because they were not authorized to speak about an open investigation. Those documents could include general ledgers, bank statements, invoices and contracts. "
1330,"For all of my opposition to Donald Trump, I have long been skeptical of the political wisdom or evidentiary basis of efforts to impeach him. My reasons: First, being a terrible president and a wretched person are not impeachable offenses. Second, Robert Mueller’s investigation has so far produced evidence that can be interpreted as obstruction of justice, but not as clear proof. Third, impeachment in the House would be unlikely to translate into conviction in the Senate, even if Democrats win both chambers in the fall. Fourth, impeachment without conviction could strengthen Trump politically, much as it did for Bill Clinton after his own 1998 impeachment. And, like it or not, Trump remains popular with tens of millions of Americans. To overturn the results of an election for anything less than unambiguous evidence of criminal behavior is a danger to democracy itself. At least that was my view until this week. Michael Cohen’s guilty plea changes this. The Constitution’s standard for impeachment is “Treason, Bribery, or other high Crimes and Misdemeanors.” The standard is now met. Trump’s longtime fixer acknowledged in court on Tuesday that he violated campaign finance laws by paying hush money to two women “in coordination with and at the direction of a candidate for federal office.” That means Trump. That means that, as a candidate, Trump is credibly alleged to have purposefully conspired with Cohen to commit criminal acts. That means the duo did so “for purposes of influencing [an] election for Federal office,” which is the legal definition of a campaign contribution. It also means that, as president, Trump allegedly sought to conceal the arrangement by failing to note in his 2017 financial disclosure forms his reimbursements to Cohen. The president most likely continues to lie to the American people about the nature and purpose of those payments. "
1331,"Saudi Arabia’s state-owned oil giant has suspended its plans to go public, a decision that puts on hold what would have been by far the biggest initial offering on record — or perhaps signals its cancellation. The company, Saudi Aramco, and its advisers are instead focusing on buying a stake in Sabic, a huge Saudi chemical producer, people briefed on the matter said Wednesday, speaking on the condition of anonymity because the discussions were private. The shift in focus to a deal for Sabic, one of the people added, means the earliest that work could resume on a Saudi Aramco stock sale will be late next year. The delay cast more doubt on the future of what is meant to be not just a landmark deal for financial markets but one of the biggest milestones in Saudi Arabia’s history. The kingdom’s de facto ruler, Crown Prince Mohammed bin Salman, had hoped to use the billions of dollars the I.P.O. would raise to finance his Vision 2030 plan, an ambitious effort to wean his country off its dependence on oil. Among the plan’s expensive elements is the creation of a $500 billion city called Neom, meant to run entirely on clean energy and be serviced by robots. An I.P.O. of Saudi Aramco — which would sell shares on its home Tadawul exchange and another major international stock market — would mean a gusher of fees for all the advisers involved, including the banks and law firms on retainer. Stock exchanges around the world, from New York to London to Tokyo, have sought the prestige of hosting what would be a seminal event for the financial markets. World leaders, including President Trump, have pitched their markets to Prince Mohammed. But the plans to take the state-owned oil monopoly public have been bedeviled by the sheer complexity of the undertaking. Though Prince Mohammed had hoped for a $2 trillion market value for Saudi Aramco, oil industry experts called that too high. And legal advisers have grappled with potentially thorny issues, including the possible pitfalls that could arise from choosing a foreign exchange on which to offer shares. "
1332,"Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox. Before getting to the bigger-picture questions, it’s been a busy week in coal news. Here’s what happened: We learned early details of the Trump administration’s plan to overhaul some Obama-era climate change regulations. And on Monday, the acting head of the Environmental Protection Agency signed a proposal to weaken regulation of coal-fired power plants. The E.P.A.’s own numbers showed how this could lead to as many as 1,400 premature deaths a year by 2030. Then, President Trump had a rally Tuesday night in West Virginia, where he told supporters, “We’re putting our great coal miners back to work.” We fact-checked his claims about coal. And yet, as we wrote today, all this may help a few coal plants in the short term — but still won’t save the coal industry. We also profiled the former industry lawyer who is leading the E.P.A.’s air office, and who, before that, spent the better part of a decade fighting his current employer over air pollution rules. This all raises the question … "
1333,"Human-induced climate change, which certain politicians deny and many of us choose to ignore, threatens the survival of every species on Earth. If emissions continue at their current rate, scientists anticipate widespread coastal land loss, agricultural and economic collapse, food and water shortages, frequent and severe natural disasters, and unprecedented refugee crises. For the third installment of our series T Agitprop, we asked 12 contemporary artists, including Alexis Rockman, Mel Chin, Erin Jane Nelson and the members of the collective Dear Climate, to contribute works, most of them new and created exclusively for T, in response to this global emergency. Here are their pieces and statements. Born in Houston, Tex., in 1951. New York City climate-change scenarios project that by 2100 water levels will rise by up to six feet. While this possibility is a long way off, what we do in the present will affect the future and determine the outcome of rising oceans. Studies reveal that electronic devices and internet use impair empathy. Conversely, natural and social tragedies like hurricanes and school shootings can rekindle it and inspire us to act, motivating students to mobilize and strangers to assist strangers. “Unmoored” is a downloadable app that places the phenomenon of rising sea levels within our electronic devices. Those who download the app and look up through their phones in Times Square can experience an incoming flotilla of boats of all kinds make its way around existing buildings and create a nautical traffic jam above. The boats occasionally bump into each other, breaking the silence of a surreal floating canopy. Enlarged forms of plankton appear and seem to seek connection with the human audience. Because augmented and mixed reality formats use the real world as backdrops, inserting an apparition of the future on devices puts a phenomenological experience into the hands of the individual. “Unmoored” is a work designed to engender a moment of awe, one that offers a glimpse into the future, witnessed through the technology of the present. "
1334,"WAILEA, Hawaii — For the latest on Hurricane Lane and Hawaii, check out Thursday’s live updates. Hawaii was bracing on Wednesday for possible landfall from Hurricane Lane, a rare Category 4 storm in the Pacific Ocean that forecasters are warning could bring whipping winds, flooding and high surf. The storm, which rose to Category 5 strength on Tuesday evening, weakened slightly on Wednesday, according to the National Weather Service. As of 11 p.m. local time Wednesday, it was about 235 miles south of the island of Hawaii, also known as the Big Island, with wind speeds of 145 miles per hour. Hurricane Lane was expected to turn northward on Friday toward the islands, with the center of the storm moving over land over the next two days, the Weather Service said. While its wind speeds have decreased over the last day, the storm was expected to remain a hurricane if it makes landfall. As the hurricane raced toward Hawaii, the state issued an emergency declaration and closed government offices, including public schools. Tourists and residents were closely following the hurricane’s path and the latest forecasts, with some visitors rushing to airports on Wednesday to try to book flights to leave before the worst of the storm was expected to arrive. But as rain started to fall on Wednesday morning on Maui, Athena Walsh, a taxi driver, was not fazed. She said she was not yet convinced that Hurricane Lane posed a serious threat, noting that only tourists and new residents panic in these situations. “I’ve seen so many hurricane warnings and then it’s a beautiful day,” said Ms. Walsh, who has lived in Hawaii since 1979. “We’re not going to worry and stress about it.” "
1335,"WASHINGTON — The trial of Paul Manafort was not about election conspiracy or presidential obstruction of justice. Michael D. Cohen pleaded guilty to crimes that had nothing to do with Russia’s campaign to sabotage the 2016 presidential race. Yet the deepening legal peril for both men could have significant implications for the current investigation by the special counsel, Robert S. Mueller III. The cases of both men are, at the moment, tangential to the central questions of Mr. Mueller’s inquiry: whether President Trump and his associates conspired with Russia’s election interference, and whether the president tried to obstruct the Justice Department’s investigation into the matter. But neither Mr. Manafort nor Mr. Cohen is believed to be cooperating with the special counsel — situations that could change now that they face years in prison. Whether either man has anything of value to offer Mr. Mueller’s investigators is another question, and experts pointed out that the legal proceedings have dealt significant damage to the credibility of both. The team for Mr. Cohen, the president’s former lawyer, at least, has signaled a willingness to provide information to the special counsel in exchange for some kind of leniency. “Cohen has done everything but shout from the rooftops that he wants to cooperate,” said Ross Garber, a criminal defense lawyer and adjunct professor at Tulane Law School. “I expect the government is interested in what he has to say, and then can evaluate whether there is any value to it.” "
1336,"SEOUL, South Korea — South Korea said on Wednesday that it would press ahead with its plan to open a diplomatic “liaison office” in North Korea this year, dismissing concerns that it was too quickly making overtures to the North Koreans, who have yet to begin dismantling their nuclear weapons program. When South Korea’s president, Moon Jae-in, held his first summit meeting with the North Korean leader, Kim Jong-un, on April 27, they agreed to establish a joint liaison office — a potential first step toward building formal diplomatic missions — in the North Korean border town of Kaesong. In a speech last Wednesday, Mr. Moon said the opening of the office was imminent. “In a few days,” he said, “an era in which the two Koreas communicate with each other around the clock will commence.” But the conservative political opposition and the conservative news media in the South have since raised fears that Mr. Moon’s government is creating a rift with Washington by advancing inter-Korean relations when North Korea has taken no clear steps toward denuclearization. They also questioned whether fuel oil and electricity, which the South plans to supply the office, would violate United Nations sanctions. South Korea says the liaison office would not violate sanctions because it would provide no economic benefits for the North Korean government and would only help facilitate communications for denuclearization efforts. Washington has so far said only that it wants inter-Korean relations to improve in tandem with efforts to denuclearize the North. On Wednesday, Mr. Moon’s office characterized those concerns as mere “quibbling,” given that 24 nations, including Britain and Germany, operate embassies in Pyongyang, the North’s capital. "
1337,"You’ve been doing sports talk radio for about 30 years. What’s the main difference, if you had to pinpoint one, between when you started and right now? When we started in 1989, there was no internet. There were no cellphones. There was none of that stuff, and it was a very different world. We had a lot of information that the average fan didn’t have. If you go on Twitter, it seems as if just about anyone can be a sports journalist now. Anyone can do a podcast — heck, everyone does a podcast, O.K.? Except me. I don’t want one. You left behind a TV career to do radio. What potential did you see in radio back then? What radio does more than any other medium is it allows you to really get close to your audience. When you do TV, they acknowledge you, they nod their head. But when you do radio, they feel like they know everything about you. They feel like they’re your best friend — or maybe your worst enemy, if they don’t like you. Do you have any theories about why that is? A couple. They hear every emotion that you have. They hear the days you’re really happy, the days you’re really angry, the day you might be without a care in the world. But more than that, they can take you everywhere. They’re in the car with you — on the way to work, on the way home. They can take you with them when they’re lying there ready to go to sleep, when they get up in the morning, when they go to the beach, when they’re on the couch. When I’m talking, I think of myself talking to each person. I envision people on the highway. I envision people in their cars. I envision how people are listening. I envision a lot of them, but I envision them one at a time. Now that you’ve gone solo, are there moments when you’re talking about the Yankees and you wish that there were someone there to bounce ideas off of? Absolutely. Listen, I wouldn’t be averse to breaking somebody in if I found the right person. Now, I wouldn’t make it a 50-50 partnership. "
1338,"I
n 1957, Robert A. Dahl, a father of modern political science, published a canonical article about the Supreme Court’s “most peculiar position” in American democracy. “Much of the legitimacy of the Court’s decisions rests upon the fiction that it is not a political institution but exclusively a legal one,” Dahl wrote. And yet, “from time to time its members decide cases where legal criteria are not in any realistic sense adequate to the task.” These decisions, among the court’s most momentous, turned on vague or ambiguous words in the Constitution, like “establishment of religion” and “due process of law,” with precedent and expert opinions on both sides. By making these rulings, the court cast itself as a “national policymaker” — and in so doing raised a difficult question: When should the justices, unelected figures in robes, reflect majority will and when should they stand for “Right or Justice” so as to protect minorities from tyranny by the majority? To appraise the court’s performance, Dahl did a statistical analysis of its record of striking down laws enacted by Congress, the elected embodiment, he presumed, of majority will. For the most part, he found that the court didn’t thwart the public over the long term, and he ended with a prediction: “Except for short-lived transitional periods when the old alliance is disintegrating and the new one is struggling to take control of political institutions, the Supreme Court is inevitably a part of the dominant national alliance.” Dahl expressed this confidence at a placid moment in the court’s relationship with the public. Three years earlier, the justices took care to rule unanimously in Brown v. Board of Education, their historic decision to desegregate public schools, and in a follow-up ruling in 1955, they explicitly allowed school districts to proceed slowly rather than ordering precipitous change. The ruling in Brown polled well, and Dahl didn’t foresee the protracted unrest over school integration that was just over the horizon, politicizing a decision that the court tried hard to place above politics. Nor did he anticipate just how thoroughly the Supreme Court would become a site of partisan rancor in the ensuing decades. Today we’re accustomed to thinking of major rulings in fully political terms and expecting fierce conflict over their consequences. The temperature rises whenever it comes time to nominate a new justice, especially when the court’s ideological balance is in play, as it is now, with President Donald Trump’s choice of Judge Brett Kavanaugh to replace Justice Anthony Kennedy. A conservative Republican president, Ronald Reagan, selected Kennedy. Yet the distance between his appointment and Kavanaugh’s reveals how far the conservative movement has traveled in law and in politics. Unlike Kennedy, Kavanaugh was preapproved by the Federalist Society, founded in 1982 to strengthen the conservative movement’s presence in law schools and the judiciary. The organization has groomed prospective judges and nurtured theories like originalism, which supply a method of constitutional interpretation that has led conservative judges largely to positions they ideologically favor. Last year, the Federalist Society helped Trump triumph with two parts of his base, evangelicals and big business, by contributing to a list of judges presented to him that included Neil Gorsuch, whom the president picked for Antonin Scalia’s empty seat — and who began fulfilling the base’s hopes over the course of his first term. While Kennedy supplied the fifth vote for many conservative victories, he also participated in some of its big steps to the left, specifically in embracing marriage equality and reducing the scope of the death penalty. On abortion, he was a moderating force when conservative colleagues moved to gut Roe v. Wade. And by influencing the reasoning of conservative opinions he joined, Kennedy kept doors open that his colleagues would have closed. Though Kennedy ruled in June against Latino and African-American voters who challenged redistricting plans for congressional and state elections in Texas as a violation of the Voting Rights Act, he did not say that the law’s protections for minority voters should never apply to drawing electoral maps, the position taken by Gorsuch and Justice Clarence Thomas. "
1339,"D
onald F. McGahn, the White House counsel, stood in the gilded ballroom of Washington’s Mayflower Hotel last November to address the annual meeting of the Federalist Society. He seemed humbled, even a bit awed to be delivering the Barbara K. Olson Memorial lecture, named after the conservative lawyer who died in the Sept. 11 attacks. Noting some of the legal giants who gave the Olson lecture in years past, McGahn reflected, “You hear names like Scalia, Roberts and Gorsuch and then me; one of those names really is different than the rest.” Unlike previous speakers — to say nothing of many of those to whom he was now speaking — McGahn, himself a member of the Federalist Society, hadn’t attended an Ivy League law school; he went to Widener University, a “second tier” law school in Pennsylvania. He had never held a tenured professorship or boasted an appellate practice, much less a judgeship, that required him to think deeply about weighty constitutional issues; he specialized in the comparably mundane and technical field of campaign finance and election law. “But here we are,” McGahn said to the audience, almost apologetically. In 2015, Donald Trump hired McGahn to be the lawyer for his long-shot presidential campaign. Then, after Trump shockingly won the election, he tapped McGahn, who had proved his talent and loyalty during the campaign, to be White House counsel. Trump, in other words, had made McGahn’s wildest dreams come true. Now, McGahn told the Federalist Society, Trump was going to make their wildest dreams come true, too. The Federalist Society for Law and Public Policy Studies, as it is officially known, has played a crucial role in putting conservative jurists on the bench. As White House counsel, McGahn is responsible for helping Trump select his judicial nominees. And, as he explained in his speech that November afternoon, he had drawn up two lists of potential judicial appointments. The first list consisted of “mainstream folks, not a big paper trail, the kind of folks that will get through the Senate and will make us feel good that we put some pragmatic folks on the bench.” The second list was made up of “some folks that are kind of too hot for prime time, the kind that would be really hot in the Senate, probably people who have written a lot, we really get a sense of their views — the kind of people that make some people nervous.” The first list, McGahn said, Trump decided to “throw in the trash.” The second list Trump resolved “to put before the U.S. Senate” for a confirmation vote. The president, McGahn assured his audience, was “very committed to what we are committed to here, which is nominating and appointing judges that are committed originalists and textualists.” As White House counsel, McGahn has exercised an unprecedented degree of control over judicial appointments. In previous White Houses, both Republican and Democrat, judicial nominations were typically crowdsourced among officials from different parts of the administration. Under George W. Bush, for instance, there was a judicial-selection committee made up of people from the offices of the White House counsel, political affairs and legislative affairs, as well as officials from the Justice Department. This tended to produce a leveling effect. “You killed nominees by committee,” says one Republican involved in judicial confirmations. Under Trump, the job belongs exclusively to the White House Counsel’s Office, with McGahn and his deputy, Robert Luther, and about 10 associate counsels identifying and then scrutinizing candidates. This process is unique in White House history. Instead of engaging in the typical legislative horse-trading for nominating judges — promising a senator, for instance, that the president will support the nomination of the lawyer who served as the senator’s campaign-finance chairman in exchange for a yes vote on the administration’s agriculture bill — the Trump White House has given the counsel’s office near-absolute authority. In a White House known for chaos and dysfunction, the counsel’s office, under McGahn, is generally viewed as an island of competence. “The White House is like a Dante’s ‘Inferno’-strange comedy,” says one leading conservative lawyer who requested anonymity for fear of reprisal, “but the people in the counsel’s office are like the A-Team.” That many of the lawyers in the counsel’s office are also Federalist Society members — as elite Republican lawyers today often are — has given McGahn a handy rebuttal to the complaint that Trump has outsourced his judicial-selection process to the group. “Frankly,” McGahn has said, “it seems like it’s been insourced.” While Trump has lagged behind other presidents in political appointments, the streamlining of the judicial-selection process has helped him deliver a historic number of judges to the federal bench. In 2017, the Senate confirmed 12 of Trump’s appeals court picks — the most for any president in his first year in office. This year, the Senate has already confirmed 12 appellate judges and, according to a Republican Judiciary Committee aide, hopes to confirm at least four more. The White House refers to every new batch of judicial appointees Trump selects as “waves” — in early June, it announced the “Fifteenth Wave of Judicial Nominees”— as if they’re soldiers landing on the beaches of Normandy. [Read more on Trump’s Supreme Court nominees list.] Trump’s appointees have tended to be unusually well credentialed and conservative. Republicans like to emphasize their academic and professional bona fides — the summa cum laudes, the Phi Beta Kappas, the Supreme Court clerks — and jokingly celebrate their “deep bench” of candidates. Democrats, for their part, prefer to focus on the appointees’ ideology. “If someone had said or written something half as controversial as these Trump nominees, they never would have been picked by President George W. Bush,” says Kristine Lucius, a former Democratic Senate Judiciary Committee aide and now the executive vice president for policy at the Leadership Conference on Civil and Human Rights. “What once would have been disqualifying” — a nominee’s stated views on contraception or gay rights or consumer protection — “is now motivating this president.” Or perhaps, the nominees’ views are what’s motivating many conservatives to go along with Trump’s presidency — which is what’s motivating Trump. When it comes to Trump’s judicial appointments, the public has been understandably focused on the Supreme Court, with first Neil Gorsuch and now Brett Kavanaugh receiving most of the attention. When one of Trump’s lower-court nominees has managed to penetrate public consciousness, it has usually been an outlier, like Brett Talley, whom Trump picked last year for an Alabama Federal District Court judgeship. Talley, who had never tried a case and whom the American Bar Association rated unanimously “not qualified,” ultimately withdrew his nomination after it was discovered that he was a member of a ghost-hunting group and had apparently defended the honor of the early Ku Klux Klan on an Alabama Crimson Tide football fan message board. "
1340,"The party has been going for nearly a decade. But a lot of Americans haven’t been celebrating. Stocks crossed a major threshold on Wednesday, when the current bull market arguably became the longest on record. It ranks among the great booms in American market history. The Standard & Poor’s 500-stock index has soared more than 320 percent since emerging from the rubble of the financial crisis in March 2009, creating more than $18 trillion in wealth. But the gains haven’t been spread among the masses. Stock market wealth is heavily concentrated among the richest families. As the stock market surged, prices for homes — the most important source and store of wealth for the American middle class — recovered much more slowly from the Great Recession and housing bust. Incomes, too, have only recently surpassed pre-crisis levels, despite steady economic growth in recent years. “This is the decade in which wealth inequality has increased the most in U.S. history,” said Moritz Schularick, a professor of economics at the Bonn Graduate School of Economics in Germany who has written about the distribution of wealth in the United States. “The driver has been the very unequal gains in the very sharp performance of the stock market relative to the sharp drop of the housing market.” "
1341,"WASHINGTON — America’s ailing coal industry was buoyed on Tuesday when the Environmental Protection Agency unveiled a proposal to relax pollution regulations on coal-fired power plants. President Trump traveled to West Virginia to tout the planned measure, telling supporters, “We’re putting our great coal miners back to work.” Yet the reality on the ground for the nation’s coal industry remains bleak. Even the Trump administration’s own numbers suggest that its latest proposal won’t reverse the sharp decline of coal power, which has been crushed by competition from cheaper natural gas and renewable energy over the past decade. More than 200 coal plants have shut down since 2010, and another 40 plants have announced they will close in the years ahead, with virtually no new coal plants being built today. At best, if finalized, the E.P.A.’s newest rollback could help a small number of those endangered coal plants stave off retirement for a bit longer, albeit at the expense of increased air pollution. But even in that scenario, the agency’s own analysis showed, coal power would still decline by 20 percent between now and 2030 and coal mining would drop by one-third. [The E.P.A. said the new rules could lead to as many as 1,400 more deaths a year.] “This is like throwing a few snowballs into a blizzard,” said Tom Sanzillo, director of finance at the Institute for Energy Economics and Financial Analysis. “You might see a plant here or a plant there that benefits from the new rules. But we’re talking about very minor changes compared with the significant gap between the cost of coal and the cost of natural gas.” The E.P.A. is planning to repeal the Obama administration’s Clean Power Plan, which was originally conceived as a sweeping climate change regulation that would push electric utilities to move away from coal and toward cleaner gas and renewables in order to cut carbon dioxide emissions. "
