,text
595,        
596,"WASHINGTON — In terms of rip-roaring debates, it certainly didn’t rival Calhoun versus Webster. It definitely was not in the pantheon with Lincoln and Douglas. In fact, it really didn’t even measure up to Biden meets Palin. The promised freewheeling, take-on-all-comers Senate showdown over immigration policy never really materialized before it all collapsed Thursday with the defeat of four proposals, including President Trump’s, which suffered the worst loss of them all. After raising expectations of an elevated, old-school clash of ideas, the Senate delivered a dud, a major disappointment to those hoping to see a revived Senate confront the tough, politically charged issues by hashing them out on the floor. Over four days of what was supposed to be a rare, open-ended fight, the Senate chamber was often empty, save the lone Republican forced to preside over the inactivity. In the end, the showdown came down to a series of votes on four doomed proposals rather than a daily competition between lawmakers offering a series of defining amendments as in the past. In the run-up to the final decision, the number of dramatic votes on such amendments reached exactly zero. “I think it’s safe to say this has been a disappointing week,” Senator Mitch McConnell, Republican of Kentucky and the majority leader, said in the aftermath of the legislative failure. For much of the week, the marble hallways were quiet. The C-Span screen noted frequently that there were “no votes scheduled.” Congressional reporters who had heard legends of gripping floor debates from the turn of the century (the 20th, that is) were bemoaning the missed opportunity. The real work — what there was of it — went on behind closed doors as varying groups of lawmakers tried to put together something that could attract the required 60 votes. "
597,        
598,       
599,"Donald Trump has turned the political world upside down, again and again, like a kid flipping a coin. Every day we wake up to either a new scandal or several lingering ones. It is astounding. It is maddening. It is numbing. At this moment, he is embroiled in a scandal of a six-figure payment to a porn star who goes by the name Stormy Daniels and who, at one point, gave an interview in which she claimed that the two were engaged in an extramarital sexual affair. He is also embroiled in a scandal over why a top aide, Rob Porter, accused of physically assaulting his two ex-wives, was allowed to remain on the White House staff even after these allegations had been brought to the attention of the White House by the F.B.I. Exacerbating this scandal is the fact that the official White House timeline about the events leading to Porter’s resignation turned out to be a lie, according to sworn testimony on Tuesday by the F.B.I. director Christopher Wray. It is also exacerbated by the fact that after Porter resigned, Trump praised him, and initially failed to say anything about domestic violence in general, reserving that condemnation for a week later, when he said, “I’m totally opposed to domestic violence of any kind.” And of course, there is the omnipresent issue of Russia attacking our elections in 2016 and the investigation into whether anyone in the Trump orbit colluded or cooperated with the Russians, conspired to commit a crime, lied to officers or tried to obstruct justice. That’s just the big three at the moment. We also mustn’t forget that the president has never released his tax returns, he refused to sever ties with his businesses, and he is burning through our money going to golf courses or his properties with decadent regularity. He also defended Nazis and was disrespectful to the hurricane-ravaged people of Puerto Rico. "
600,"With all the noise coming out of Washington, it’s been easy to forget about the Supreme Court. The court has been very quiet: during a recess of nearly four weeks, only the peripatetic Justice Ruth Bader Ginsburg has made news, of a sort. But once the justices get back to business on Friday, that interlude of near invisibility will end. On the agenda for their closed-door meeting Friday morning is an urgent and highly unusual request from the Trump administration for the court’s intervention in the continuing debate over the fate of nearly 800,000 “Dreamers,” the young people brought to this country by their undocumented parents. They have been shielded from deportation since 2012 by the Obama administration’s Deferred Action for Childhood Arrivals policy, which President Trump wants to phase out beginning less than three weeks from now. Blocked by a lower court from carrying out that plan, the administration seeks to vault over the normal appellate process, asking the Supreme Court for prompt relief from what Solicitor General Noel J. Francisco calls an “institutional injury to the United States.” The justices’ response — which may come as early as Monday — will tell us more clearly than anything since Inauguration Day what stance the rule-bound court is prepared to take toward the norm-breaking president. Will the Roberts court serve as Donald Trump’s enabler? Or will the court see itself, as it has on rare occasions at other troubled times in the country’s history, as a firewall between the president and the rule of law? With its overheated language and repeated reference to “the ongoing violation of federal law by more than half a million people,” the petition the administration filed last month reads not so much as a legal document but as a recruiting brochure, aimed at a very small but immensely powerful audience of nine. In freezing the DACA program in place last month while lawsuits against its termination proceed, Judge William Alsup of Federal District Court in San Francisco ruled that the plaintiffs, who include individual DACA recipients, the University of California, and a group of states and California counties, were likely to succeed on their claim that the order to terminate DACA was “arbitrary and capricious” and therefore violated the Administrative Procedure Act. (On Tuesday, a second federal district judge, Nicholas G. Garaufis, in Brooklyn, issued a similar ruling. Cases are also pending in the federal courts of Maryland, Virginia, Florida and the District of Columbia.) Because Judge Alsup sits in San Francisco, any appeal would go to the United States Court of Appeals for the Ninth Circuit. That’s President Trump’s least favorite court, the court that rejected the his bans on immigrants from predominantly Muslim countries, including the current version that is now before the Supreme Court. The morning after Judge Alsup’s ruling, the president tweeted: “It just shows everyone how broken and unfair our Court System is when the opposing sides in a case (such as DACA) always come to the 9th Circuit and almost always win before being reversed by higher courts.” So while filing an appeal to the Ninth Circuit, the administration’s lawyers also went to the Supreme Court with a “petition for a writ of certiorari before judgment,” a request to the justices to hear the case this spring without waiting. The Supreme Court’s rules reserve this court-jumping procedure for cases of “imperative public importance.” Only a handful of cases has cleared that bar, including the Nixon tapes case, which effectively forced the president’s resignation and the 1981 case that ratified the agreement that ended the Iran hostage crisis. Invoking those cases, Solicitor General Francisco insists to the court that “that standard has been met here,” an assertion the plaintiffs vigorously dispute. "
601,"BANGKOK — A senior cabinet minister and army general from Myanmar arrived in Dhaka, Bangladesh, on Thursday to discuss a trouble-plagued scheme to repatriate Rohingya Muslims who fled military assaults and now are in camps in Bangladesh. In less than half a year, around 700,000 Rohingya escaped attacks in their home state, Rakhine, and what the international community has called ethnic cleansing by Myanmar’s security forces. The Myanmar government insists it is committed to the repatriation of those Rohingya who can prove they recently left Rakhine. The Bangladeshi side says the same. But few expect that the two days of meetings between Lt. Gen. Kyaw Swe, Myanmar’s home minister, and Asaduzzaman Khan Kamal, his Bangladeshi counterpart, will elicit much action. Over months of sporadic talks, each side has blamed the other for failing to put in place a voluntary repatriation agreement signed in November. On Monday, Prime Minister Sheikh Hasina of Bangladesh called on the international community to increase pressure on Myanmar to take back the Rohingya. “The problem has been created on the other side of the border, and the solution to this problem also lies there,” Ms. Hasina said while on a visit to Vatican City. “That’s why the bigger responsibility of implementing the agreement lies on Myanmar’s shoulders, but we haven’t gotten that kind of response from Myanmar yet.” The authorities in Myanmar are pointing fingers the other way. “We are ready for repatriation, but the Bangladesh side is not ready yet,” said U Zaw Htay, the spokesman for Myanmar’s presidential office, on Thursday. What neither side is fully talking about is what the Rohingya Muslims, who do not have a formal representative in the talks, want to happen. A long-persecuted Muslim minority, the Rohingya began fleeing Myanmar in huge numbers last August when attacks on Myanmar security posts by Rohingya insurgents unleashed a brutal military response. Hundreds of Rohingya villages were burned to the ground by security forces and associated mobs of ethnic Rakhine Buddhists. At least 6,700 Rohingya met violent deaths in Rakhine in the month after the military’s scorched-earth campaign, according to Doctors Without Borders. Rohingya women physically traumatized by rape continue to cross the border into Bangladesh. Myanmar’s civilian administration, however, refuses to admit to any systematic wrongdoing by the nation’s military. Independent journalists and human rights investigators have not been allowed access to the epicenter of violence in Northern Rakhine, and two Reuters reporters who documented a mass killing with chilling detail remain jailed in Myanmar. The continuing refusal by Myanmar’s authorities to acknowledge any atrocities against Rohingya civilians worries many of those sheltering in Bangladesh. “We will go back, but we must be given safety,” said Mohammed Zahid Alam, a Rohingya who now lives in the Balukhali refugee camp in Bangladesh. “We want a peaceful life.” Beyond the fundamental issue of security, most Rohingya have little interest in returning to a country that has denied them basic rights, like freedom of movement and higher education. Myanmar’s government considers the Rohingya to be illegal immigrants from Bangladesh. Most have been stripped of their Myanmar citizenship, even though they have long roots in the region. Rohingya community leaders in the Bangladesh camps say they will return only if Myanmar’s government gives them the same rights it has given the country’s dozens of other ethnic minority groups. “Our demands are known to all,” said Mohammed Osman, who arrived in Bangladesh in early September and is now a deputy camp block chief. “We want full citizenship rights.” Bangladesh is an overcrowded and flood-prone nation. And with more Rohingya now crammed into the border district where their camps are located than there are native Bangladeshis, political and economic concerns are beginning to trump the remarkable hospitality that many residents have shown the refugees. To provide shelter for the influx of Rohingya, vast tracts of forest and farmland have been cleared. Prices for everything from building supplies to cooking oil have skyrocketed, while local wages have declined because of a sudden surge in Rohingya desperate for any kind of work. Ms. Hasina has made her welcome of the Rohingya part of her political lore. In Cox’s Bazar, the town nearest the camps, posters proclaim her as the “mother of humanity.” But with an election season underway in Bangladesh, the Rohingya could well turn into a political liability for Ms. Hasina’s governing Awami League. Bangladesh’s government says it is proceeding with a controversial plan to turn an uninhabited, low-lying island in the Bay of Bengal into a new shelter for the Rohingya. Meanwhile, the cyclone season may begin in Bangladesh as early as next month, threatening to turn the Rohingya camps into a muddy mess in which disease can thrive. As flooding worsens in the summer, at least 100,000 people may have to be moved from their current shelters because of the threat of landslides on recently denuded hills. Still, even the question of who would pay for the repatriation has yet to be answered, much less whether Myanmar is willing to halt violence against the Rohingya. Last month, technically. In the repatriation agreement signed last November, Myanmar and Bangladesh agreed to the return of willing Rohingya who could prove they had fled to Bangladesh since October 2016, when an earlier Rohingya insurgent assault catalyzed a smaller exodus. The repatriation process was supposed to begin by Jan. 23. That deadline was quietly delayed without much clarity on when the new start date for repatriations might be. A further agreement was signed in mid-January, stipulating that Rohingya returns should be completed within a two-year period. But apart from a token number of people who have returned to Myanmar, including some Hindu families, no one is rushing back. Further, human rights groups accuse Myanmar of doing little to create safe conditions for repatriation. “Burmese authorities have shown no ability to ensure the safe, dignified and voluntary return of Rohingya refugees as provided by international standards,” said a statement from Human Rights Watch. Myanmar officials have said that they will be able to process up to 300 people a day, five days a week, once the repatriation system is set in motion. But if all the Rohingya who escaped to Bangladesh since October 2016 wanted to return home, it would take almost a decade. The Myanmar government has built camps, rows of grim longhouses in Rakhine in which repatriated Rohingya are supposed to stay for an unspecified period of time. The compounds are surrounded by barbed-wire fences and bear an uncomfortable similarity to concentration camps. There is little in the way of trees or shade — and no signs of accessible fields or paddies that could support Rohingya communities. Human Rights Watch has called these camps “open-air prisons.” When and if the Rohingya would be allowed to return to their own villages, many of which were razed by fire, is not clear. Myanmar has begun transferring some land that it terms “abandoned” to other owners. The case of Rohingya who suffered from an earlier outbreak of violence is cautionary. In 2012, communal clashes forced urban Rohingya in central Rakhine from their homes. More than five years later, around 120,000 Rohingya are still confined to what had been deemed temporary camps. (Others fled by rickety boats to other parts of Southeast Asia, dangerous journeys that claimed hundreds of lives.) Unable to leave the camps without special permission, the Rohingya remaining in central Rakhine are dependent on aid to survive. Yet international aid groups say that since the Rohingya insurgent attacks last August it has been much more difficult to deliver food and other necessities to these ghettos. Earlier this week, Myanmar’s state news media announced that the camps in central Rakhine would be closed but gave no details of what would happen to their inhabitants. Mr. Zaw Htay, the presidential spokesman, confirmed that the camps in Sittwe, Myebon and Kyaukphyu will be shuttered. “We will relocate the refugees to appropriate places,” he said. “Now we don’t want to tell the media where we will relocate them.” "
602,      
603,"WASHINGTON — The indictment of 13 Russians filed on Friday by Robert Mueller, the special counsel investigating Russian efforts to influence the 2016 presidential election, details the secret workings of the Internet Research Agency, an organization in St. Petersburg, Russia, that disseminates false information online. According to American intelligence officials, the Kremlin oversaw this shadowy operation, which made extensive use of social media accounts to foster conflict in the United States and erode public faith in its democracy.     "
604,"The Pennsylvania Supreme Court handed down its new set of congressional district lines on Monday, replacing those drawn by Republicans after they captured the state legislature in 2010. The state’s highest court had earlier ruled those lines unconstitutional. The new map, The Times’s Nate Cohn said, “comes very close to achieving partisan balance.” Republicans, who held a big advantage under the old lines, plan to challenge the new ones in federal court. It’s a huge fight, with enormous ramifications. But as they argue over what lines should go where, I ask you to consider a more fundamental question: Why have lines at all? You’re thinking: “Why have lines? Because we have to! We have to have congressional districts!” Well, yes, under current law we do. But Congress can change that law. And in our deeply polarized age, there’s an argument to be made that we might be better off if it did so. There is nothing in the Constitution that says we have to have congressional districts. Article 1, Section 2, says merely that “the House of Representatives shall be composed of members chosen every second year by the people of the several states.” No particular method is prescribed. And indeed, in the early days of the republic, states did not uniformly use what we now call “single-member district” voting. Most did. But a few states used what was then called “general ticket” voting. Under this system, there were no districts. In those states in the first congressional elections, the Federalists and the Anti-Federalists put up slates, and the side with the winning slate took all or most of the seats. "
605,"MEXICO CITY — With Venezuela suffering one of the most severe economic collapses of modern times, the beleaguered administration of President Nicolás Maduro announced on Tuesday that it had begun a presale of virtual currency backed by the nation’s vast petroleum reserves. The government, which had announced plans for the new digital currency late last year, said the initiative was a response to a financial crisis marked by a profound devaluation of the national currency, the bolívar, and quadruple-digit inflation. The country is suffering desperate scarcities of food and medicine, soaring crime rates and the collapse of public services and the health system. The crisis has driven hundreds of thousands of Venezuelans to flee the country seeking a better life. The Maduro administration hopes that sales of the digital currency, known as the petro, will help its treasury pay off debt and increase imports of vitally needed goods, as well as raw materials for manufacturing. Venezuelan officials also asserted that the new digital currency — the first to be issued by a nation — would allow investors to do an end run around sanctions imposed against their country by the Trump administration. These sanctions ban the purchase in American markets of new securities issued by the Venezuelan government, and outlaw business dealings with Mr. Maduro and several top administration officials. “For big problems, big solutions,” Mr. Maduro said Tuesday night at a ceremony in Caracas. “We Venezuelans are indomitable.” He called it a “cryptocurrency to take on Superman.” But many analysts and critics of the government did not give the digital currency much hope of success. “I just think it’s a desperate move by a regime that is increasingly isolated and has an economy that has spiraled out of its control,” said Cynthia J. Arnson, director of the Latin American Program at the Woodrow Wilson International Center for Scholars. The Venezuelan government has said the value of the petro will be tied in some way to the value of a barrel of Venezuelan oil. But the Maduro administration has not given many details on how this pricing would work, and many investors have said they would not trust the government to faithfully maintain the link between the petro and the price of oil. “The petro will most likely suffer all of the same ills as Venezuelan debt,” predicted David Smilde, a sociology professor at Tulane University who has researched Venezuela for more than two decades. A spokesman for the United States Treasury Department warned American investors last month that the petro might still run afoul of the sanctions, telling Reuters that the currency “would appear to be an extension of credit to the Venezuelan government” and could “expose U.S. persons to legal risk.” Senator Marco Rubio of Florida, a Republican, and Senator Robert Menendez of New Jersey, a Democratic, wrote to the Treasury secretary, Steven Mnuchin, in January, asking him to monitor the situation closely. “We have serious doubts about whether Venezuela has the capacity to launch a cryptocurrency,” the letter said. “But regardless, it is imperative that the U.S. Treasury Department is equipped with tools and enforcement mechanisms to combat the use of cryptocurrency to evade U.S. sanctions in general, and in this case in particular.” Critics of the Maduro administration, including many in the international community, attribute the nation’s economic problems to government mismanagement. Mr. Maduro blames a conspiracy involving the political opposition working in concert with foreign governments, especially the United States. On Monday, Mr. Maduro made an overture to President Trump, inviting him for bilateral talks through a Twitter post. “@RealDonaldTrump campaigned promoting noninterference in other countries’ domestic affairs, “ he said. “The time has come to fulfill it and change your agenda of aggression for one of dialogue.” Mr. Maduro added: “Dialogue in Caracas or in Washington, D.C.?” The Trump administration has sought to justify its sanctions against Venezuelan officials by accusing them of political repression and public corruption. Last month, while adding four more names to the growing list of Venezuelan officials placed in the sanctions list, the Treasury Department criticized the nation’s all-powerful Constituent Assembly for prohibiting three major opposition parties from participating in the presidential election. Mr. Maduro will be running for re-election in the April race, and with his government in control of the electoral machinery and the highest court, he is expected to win. But the United States, Colombia and other countries have already declared that they will not recognize the results. Ms. Arnson said the introduction of the currency could provide a political lift to Mr. Maduro’s re-election ambitions. “Looking like you’re doing something to save the economy, that goes beyond paying off your foreign creditors, is an important part of the electoral strategy,” she said. “But I think this is fantasy-land in terms of being an economic life jacket.” The Venezuelan government’s petro initiative is one of the wildest outgrowths of an explosion in activity around virtual currencies over the last year. Inspired by the skyrocketing price of Bitcoin in 2017, many entrepreneurs raised money by creating and selling their own virtual currencies in so-called initial coin offerings. Many governments around the world have also been examining whether it would make sense to issue their own electronic currencies on something similar to the network that Bitcoin runs on, with the Bank of England and the People’s Bank of China announcing experiments. Russian government officials have also discussed issuing some sort of crypto-ruble, to evade American sanctions. But no government has moved ahead more swiftly, and with more abandon, than Venezuela. The documents that have been put out by the Venezuelan government suggest that the petro’s release will be similar to the offerings done by private companies. The petro white paper said the process would begin with a presale of digital tokens, to gauge demand, and then be followed by an “Initial Coin Offer,” with 82 million petros released to the public. The petros are then supposed to be tradable on virtual currency exchanges around the world, the white paper says. A petro website says the Venezuelan government will accept the petro for tax payments and fees. Mr. Maduro directed the state oil company, PDVSA, and other public companies to handle a percentage of their sales and purchases in petros. Coin offerings have been attractive to entrepreneurs because investors can send their money using Bitcoin or other existing virtual currencies, which do not go through banks or other institutions that could decline the transactions. The movement of money outside of the traditional banking system has allowed coin offerings to go ahead even though American regulators have said that most of them are probably violating the law. The same structure could be beneficial to Venezuela, given that it is facing American sanctions that have made it hard to raise money through established channels. For investors, though, the petro may be a hard sell, given that the system will be designed and controlled by the Venezuelan government, which has not been the most reliable financial player. The design of the petro, while clearly inspired by Bitcoin, would, in some ways, be the opposite of most virtual currencies like Bitcoin, which are designed to operate without any central government or authority in charge. Bitcoin has largely won over investors because there is no central authority that could suddenly change the number of Bitcoins to be released, or the rules of the network. With the petro, on the other hand, the confidence of investors is likely to be only as strong as their confidence in the Maduro government. "
606,      
607,"WASHINGTON — Jared Kushner, President Trump’s son-in-law and senior adviser, is resisting giving up his access to highly classified information, prompting an internal struggle with John F. Kelly, the White House chief of staff, over who should be allowed to see some of the nation’s most sensitive secrets, according to White House officials and others briefed on the matter. Mr. Kushner is one of dozens of White House officials operating under interim security clearances because of issues raised by the F.B.I. during their background checks, according to the officials, who spoke on the condition of anonymity to discuss the clearances. The practice has drawn added scrutiny because of Rob Porter, the former staff secretary who resigned under pressure this month after domestic abuse allegations against him became public. Mr. Porter’s post entailed handling and reviewing the flow of documents to and from the president, which routinely includes highly classified material. He had been allowed to continue in the job for more than a year with a stopgap clearance even though the F.B.I. had informed the White House of the damaging accusations against him. Mr. Kushner’s clearance has afforded him access to closely guarded information, including the presidential daily brief, the intelligence summary Mr. Trump receives every day, but it has not been made permanent, and his background investigation is still pending after 13 months serving in Mr. Trump’s inner circle. Now Mr. Kelly, his job at risk and his reputation as an enforcer of order and discipline tarnished by the scandal, is working to revamp the security clearance process, starting with an effort to strip officials who have interim clearances of their high-level access. In a memo issued on Friday, Mr. Kelly said he would revoke top clearances for anyone whose background check had been pending since June 1 or earlier, and review such clearances every month thereafter. Mr. Kushner, frustrated about the security clearance issue and concerned that Mr. Kelly has targeted him personally with the directive, has told colleagues at the White House that he is reluctant to give up his high-level access, the officials said. In the talks, the officials say, Mr. Kushner has insisted that he maintain his current level of access, including the ability to review the daily intelligence briefing when he sees fit. But Mr. Kelly, who has been privately dismissive of Mr. Kushner since taking the post of chief of staff but has rarely taken him on directly, has made no guarantees, saying only that the president’s son-in-law will still have all the access he needs to do his job under the new system. “As I told Jared days ago, I have full confidence in his ability to continue performing his duties in his foreign policy portfolio including overseeing our Israeli-Palestinian peace effort and serving as an integral part of our relationship with Mexico,” Mr. Kelly said in a statement the White House released on Tuesday in which he refused to address Mr. Kushner’s security clearance or elaborate on his memo. “Everyone in the White House is grateful for these valuable contributions to furthering the president’s agenda,” Mr. Kelly said of Mr. Kushner. “There is no truth to any suggestion otherwise.” It is unclear whether Mr. Kushner would need to review highly classified information. His current portfolio — which includes acting as an intermediary with Mexico, trying to forge Israeli-Palestinian peace negotiations, participating in an economic dialogue with China and working on revising the North American Free Trade Agreement — seems unlikely to involve major intelligence or national security secrets. But Mr. Kushner, by dint of his relationship with Mr. Trump, has wide-ranging access to the president and the information that he sees, and senior advisers to the president typically require such access to perform their duties. The fact that the White House chief of staff would take the step of publicly denying that a policy change would harm the president’s son-in-law pointed up the tension in the West Wing after the Porter episode, particularly between Mr. Kelly on one side, and Mr. Kushner and his wife, Ivanka Trump, who had been close allies of Mr. Porter, on the other. Mr. Kushner and Ms. Trump have been critical of Mr. Kelly in conversations with the president, who spent the weekend at his Mar-a-Lago resort in Palm Beach, Fla., surveying people about whether he should fire his chief of staff. However, since Mr. Porter’s departure, one official said, Mr. Kushner and Ms. Trump have told people around the White House that they have been vocal in their attempts to defend Mr. Kelly but are being treated unfairly in return. One person familiar with Mr. Kushner’s thinking, who insisted on anonymity to describe it, denied that he felt personally targeted by Mr. Kelly or was agitating to have him removed. Another White House official denied that Mr. Kushner had ever raised the issue of the intelligence summary in his discussions with Mr. Kelly over his clearance. But the memo, deliberately or otherwise, has shone an unflattering light on Mr. Kushner, raising questions about whether he can be effective in his post and how much authority he has. That debate threatens to complicate what Mr. Kelly has acknowledged is a long-overdue effort inside the White House to get a handle on the clearance process, a national security imperative over which top officials appear to have placed little priority after Mr. Trump took office. “We should — and in the future, must — do better,” Mr. Kelly said in his memo last week. The questions surrounding Mr. Kushner’s clearance are particularly acute because of the possibility that his extensive contacts with foreign actors — including travel, meetings with leaders overseas and multiple business ventures — might be relevant to the investigation by the special counsel, Robert S. Mueller III, into Russian meddling in the 2016 presidential election. Mr. Kushner initially failed to disclose scores of those contacts on the standard form required for all prospective government officials, and has since amended his submission, substantially delaying his background check. That meant that his background information was not submitted in its entirety until June, after the June 1 cutoff that Mr. Kelly set in his memo. Under the new policy, anyone holding interim clearance to see top secret or sensitive compartmented information whose background investigation had been pending since then is to be stripped of that access by Friday. Even if Mr. Kushner was not in that initial group, the document suggested that his status would soon be reviewed, and that his access going forward would be subject entirely to Mr. Kelly’s discretion. “Similar reviews will occur monthly for long-outstanding adjudications,” Mr. Kelly wrote. The new rules, he said, would “limit access to certain highly classified information for those individuals working with interim clearance status absent explicit chief of staff’s office approval, which would be granted only in the most compelling circumstances.” "
608,      
609,      
610,"Cameron Kasky, a 17-year-old at Marjory Stoneman Douglas High School who survived last week’s mass shooting, wrote a beautiful essay for CNN.com that declared: “At the end of the day, the students at my school felt one shared experience — our politicians abandoned us by failing to keep guns out of schools. But this time, my classmates and I are going to hold them to account. This time we are going to pressure them to take action. This time we are going to force them to spend more energy protecting human lives than unborn fetuses.” Cameron, God bless you for that sentiment. But just one piece of respectful advice: If your generation and mine want to get serious about a gun control crusade, we all need to get out of Facebook and into someone’s face: the N.R.A.’s. This fight can’t be won on Twitter or Instagram. They do get people into the streets. But social media have created a world of faux activism — “Hey, I tweeted about it” — that the bad guys take advantage of. The N.R.A. is not just in the chat rooms. It’s in the cloakrooms of Congress and state legislatures. And it’s there with bags of money and votes it uses to reward lawmakers who do its bidding and hurt those who don’t. I loved seeing the 100 students from your high school taking buses Tuesday to Florida’s capital to directly press lawmakers. That’s a great start. I hope every high school follows. But, ultimately, nothing will change unless young and old who oppose the N.R.A. run for office, vote, help someone vote, register someone to vote or help fund someone’s campaign — so we can threaten the same electoral pain as the National Rifle Association, which, according to PolitiFact, spent $203.2 million between 1998 and 2017 funding its candidates, defeating gun control advocates and lobbying. This is not about persuading people with better ideas. We tried that. It’s about generating raw electoral power and pain. Because most of the G.O.P. members of Congress who do the N.R.A.’s bidding care about only one thing: their jobs. The pay of a typical congressman is $174,000 — and free parking at Reagan National Airport — and they will sell themselves to whoever can generate the votes to enable them to keep both. "
611,"WASHINGTON — The Trump administration failed on Tuesday to repatriate a Guantánamo Bay detainee to Saudi Arabia, missing a deadline set in his 2014 plea deal and dealing another blow to the struggling military commissions system at the wartime prison. The detainee, Ahmed Muhammed Haza al-Darbi, agreed in February 2014 to plead guilty to terrorism-related offenses involving a 2002 attack by Al Qaeda on a French-flagged oil tanker off the coast of Yemen. Under the pretrial agreement, if he cooperated, he was to be sent home within four years to serve the remainder of his sentence in Saudi custody. But on Tuesday, the four-year anniversary of that deal arrived, and Mr. Darbi remained at the American prison. The Department of Defense still hopes the transfer will take place soon, but diplomatic arrangements with the Saudi government are incomplete, Cmdr. Sarah Higgins, a Pentagon spokeswoman, said in a statement. “Ahmed Mohammed Ahmed Haza al-Darbi’s transfer from Guantánamo detention to Saudi Arabia will not take place today,” she said, adding: “We await assurances from the Saudi Arabian government to move forward on his departure. Al-Darbi will remain at Guantánamo until all transfer details are concluded.” The missed deadline came days after a military commissions judge indefinitely shut down the case against another Saudi detainee — who is accused of orchestrating the 2000 bombing of the American destroyer Cole, and against whom Mr. Darbi testified as part of his cooperation — after more than six years of pretrial hearings. The fate of Mr. Darbi has been closely watched for several reasons. If the United States lived up to the Obama-era deal, it would mean that President Trump would preside over a reduction of the Guantánamo detainee population, which would drop from 41 to 40, despite his campaign vow to fill it back up. But if the government reneged on the deal, legal experts have warned that it would strongly discourage other detainees from cooperating with military commissions prosecutors by pleading guilty and potentially serving as witnesses — a key tool that civilian court prosecutors routinely use to win convictions. Last year, the State Department, under Secretary of State Rex W. Tillerson, dismantled the Office of the Special Envoy for Guantánamo Closure, which had been created by the Obama administration to make diplomatic arrangements for detainee transfers and to handle any subsequent diplomatic issues regarding former detainees. A remaining official was reassigned to help process Freedom of Information Act requests. In November, shortly after Mr. Darbi’s sentencing, the State Department, in response to a question by The New York Times about whether anyone was actively working on transfer arrangements, said only that it was prepared to support the Pentagon in implementing the plea agreement. At the time, it was unclear what the Pentagon was doing. On Tuesday, Lee Wolosky, who as the last of several Obama administration special envoys for Guantánamo closure arranged for the transfer of more than a dozen detainees to Saudi Arabia between late 2015 and early 2017, criticized the Trump administration’s approach to getting that task done. “It takes weeks or months to lay the groundwork for a normal transfer (which this one is not), from arranging logistics, to negotiating security arrangements, to obtaining the necessary political approvals,” he wrote in a text message. “The D.O.D. historically has not interfaced with the right parts of the Saudi government to get all that done.” On Tuesday, Commander Higgins acknowledged that the Defense Department is taking the lead in talks with the Saudi government about transferring Mr. Darbi. But she declined to address how long those negotiations have been taking place or what assurances the Pentagon is seeking but has not received. "
612,"These three young theater figures are moving into the public eye with confidence and a determination to expand horizons for themselves and their audiences. Playwright, ‘An Ordinary Muslim’ When Hammaad Chaudry was 19, he moved away from Edinburgh, where he grew up the son of Pakistani immigrants, to attend the University of Surrey, about an hour outside of London. He planned to be a lawyer. But after marching to protest the war in Iraq, Mr. Chaudry grew more interested in political activism — and he found his law studies to be tedious and unfulfilling. He found his voice elsewhere: writing plays. At the end of his first year at university, he joined a writing program at the Royal Court Theater in London geared toward young Muslim writers. He would eventually pursue a master’s degree at Columbia University, where the Pulitzer Prize-winning writer Tony Kushner took Mr. Chaudry under his wing. His thesis play, “An Ordinary Muslim,” tells the story of Azeem Bhatti and his wife, Saima Khan, as they navigate the complicated intersection of their Pakistani heritage and contemporary British culture. "
613,"To the Editor: Re “Trump Quiet in a U.S. War on Meddling” (news analysis, front page, Feb. 18): After the 9/11 terror attacks, Americans remembered the horror of that day and mobilized at every level to both recover and push back against our enemies. We understood that such terrorists were an existential threat. Now, after the established Russian cyberattacks intended to divide Americans and to tip the election in Donald Trump’s favor, we are once more looking to our leaders for recovery and pushback. If President Trump refuses or is unable for some reason to provide that leadership, then others must fill that vacuum. Russia is not our friend; Russia is an enemy bent on destabilizing our country and weakening our position among nations. MARY F. WARREN, WHEATON, ILL. To the Editor: President Trump apparently fears that acknowledging Russian interference in the 2016 election would delegitimize his presidency. His first response to the recent indictments and evidence that Russians interfered in that election was to tweet, “No collusion.” But his refusal to acknowledge the continuing threat, and direct the resources of our government to stop it, amounts to that very complicity. This abject failure to preserve, protect and defend our constitutional right to free and fair elections from a foreign threat makes him unfit to be president. PETER MOORE, SEATTLE To the Editor: I do wish that all living former presidents would raise their voices in unison to counter President Trump’s selfishness, ignorance, and lies and distortions of the truth, and so affirm the American way of life and government. "
614,"WASHINGTON — President Trump — under pressure from angry, grieving students from a Florida high school where a gunman killed 17 people last week — ordered the Justice Department on Tuesday to issue regulations banning so-called bump stocks, which convert semiautomatic guns into automatic weapons like those used last year in the massacre of concertgoers in Las Vegas. A day earlier, Mr. Trump signaled that he was open to supporting legislation that would modestly improve the national gun background check system, and on Tuesday night, he posted on Twitter that Democrats and Republicans “must now focus on strengthening Background Checks!” But Mr. Trump’s first embrace as president of any gun control measures was dismissed by gun control supporters as minor. The National Rifle Association supports the background check legislation and also backs bump stock regulation, although not an outright ban. Speaking at the White House days after a shooting at Marjory Stoneman Douglas High School, Mr. Trump said that he had directed Attorney General Jeff Sessions to develop the regulations. “We cannot merely take actions that make us feel like we are making a difference,” Mr. Trump said at a ceremony as he conferred the medal of valor on public safety officials. “We must actually make a difference.” In Florida on Tuesday, the Republican-controlled State House rejected an effort to immediately consider a bill to ban large-capacity magazines and the type of assault rifles used in last week’s attack, even as students from Stoneman Douglas High School watched from the gallery. "
