,text
155,"A pop singer filed a police report this week accusing Corey Lewandowski, President Trump’s former campaign manager, of slapping her twice on the buttocks at a party in Washington in November. In a phone interview on Wednesday, the singer, Joy Villa, 31, said she met Mr. Lewandowski for the first time at a party at the Trump International Hotel on Nov. 28 celebrating Mr. Trump’s election the previous year, and the two took a photograph together. After that, Mr. Lewandowski slapped her “violently hard, enough to hurt me,” she said, adding that she told him to stop, and that she could report him for sexual harassment. “He says, ‘Go ahead, I work in the private sector,’” Ms. Villa said. “He laughs at me and then he does it again, extra hard this time, just to show me that he wasn’t afraid. At that point I was so paralyzed by fear. I was very shocked, and my friend grabbed me and pulled me away from him.” Citing her respect for Mr. Lewandowski’s work on the Trump campaign and her fear of bringing shame to his family, Ms. Villa said she did not decide to file a report with the Metropolitan Police Department until she was approached by a reporter at Politico this month. Then, she said, she decided to speak publicly about the episode with the support of her friends and family. "
156,"When Mayor Bill de Blasio is sworn in for a second term on Monday, the oath will be administered by Senator Bernie Sanders of Vermont — a choice that perhaps reflects the shifting political winds in the Democratic Party. Four years ago, the former president Bill Clinton administered the oath, with Hillary Clinton looking on. At the time, Mrs. Clinton was the smart-money pick to become the next president. That didn’t work out. Along the way, Mr. de Blasio was late to endorse Mrs. Clinton’s 2016 presidential campaign, as other progressive Democrats were flocking to Mr. Sanders. After Mrs. Clinton lost to Donald J. Trump last November, Mr. de Blasio consummated his embrace of Mr. Sanders and the Democratic Party’s left wing. Mr. Sanders’s presence may further speculation that Mr. de Blasio has his gaze on goals beyond New York City. Despite criticism, Mr. de Blasio has persisted in seeking a national political role for himself. He has made himself a liberal foil for President Trump, taking him on over issues like immigration and tax policy. Earlier this month Mr. de Blasio traveled to Iowa, where he spoke before Progress Iowa, a group that, like the mayor, wants to steer Democratic politics to the left. He has denied that he plans to run for president, but paying visits to Iowa — the state that traditionally holds the first presidential nominating contest — is a common gambit for presidential hopefuls. “Senator Sanders’ progressive leadership has helped reshape the American political debate in favor of men and women long left out of our city and nation’s prosperity,” Mr. de Blasio said in a statement released on Wednesday. "
157,      
158,"WASHINGTON — Over the past year, the United States has faced immense challenges in its dealings with North Korea, China and Russia, and in its efforts to defeat international terrorism. But Americans should be encouraged by the progress the State Department and United States Agency for International Development have made in pushing for global peace and stability. When President Trump took office, he identified North Korea as the United States’ greatest security threat. He abandoned the failed policy of strategic patience. In its place we carried out a policy of pressure through diplomatic and economic sanctions. This year, the United Nations Security Council unanimously adopted three of the strongest sanctions resolutions in history, including bans on a wide array of North Korean exports such as coal, iron, seafood and textiles. The United States has asked allies and partners to exert unilateral pressure against North Korea in order to force the regime to change its behavior. Many have responded with positive steps like shutting down trade, severing diplomatic ties and expelling North Korean laborers. Our peaceful pressure campaign has cut off roughly 90 percent of North Korea’s export revenue, much of which is used to fund illegal weapons development. We hope that this international isolation will pressure the regime into serious negotiations on the abandonment of its nuclear and ballistic missile programs. A door to dialogue remains open, but we have made it clear that the regime must earn its way back to the negotiating table. Until denuclearization occurs, the pressure will continue. A central component of our North Korea strategy is persuading China to exert its decisive economic leverage on Pyongyang. China has applied certain import bans and sanctions, but it could and should do more. We will also continue to pursue American interests in other areas of our relationship, including trade imbalances, intellectual property theft and China’s troubling military activities in the South China Sea and elsewhere. China’s rise as an economic and military power requires Washington and Beijing to consider carefully how to manage our relationship for the next 50 years. Defeating terrorism remains one of the president’s highest priorities. The administration’s aggressive strategy to counter the Islamic State delegates greater authority to American military commanders on the battlefield, giving our forces more freedom and speed to do what they do best, in partnership with indigenous fighting forces. As a result, the Global Coalition to Defeat ISIS has accelerated operations and has recaptured virtually all of previously held Islamic State territory in Iraq and Syria. While our military was helping clear Iraq and Syria of Islamic State forces, our diplomats were following up with humanitarian aid and assistance, such as clearing land mines, restoring water and power, and getting children back in school. A commitment to stopping Islamist terrorism and extremism also motivated the administration’s decision to adopt a new South Asia strategy, which focuses on Afghanistan. That country cannot become a safe haven for terrorists, as it was in the days before the Sept. 11 attacks. Pakistan must contribute by combating terrorist groups on its own soil. We are prepared to partner with Pakistan to defeat terrorist organizations seeking safe havens, but Pakistan must demonstrate its desire to partner with us. On Russia, we have no illusions about the regime we are dealing with. The United States today has a poor relationship with a resurgent Russia that has invaded its neighbors Georgia and Ukraine in the last decade and undermined the sovereignty of Western nations by meddling in our election and others’. The appointment of Kurt Volker, a former NATO ambassador, as special representative for Ukraine reflects our commitment to restoring the country’s sovereignty and territorial integrity. Absent a peaceful resolution of the Ukraine situation, which must begin with Russia’s adherence to the Minsk agreements, there cannot be business as usual with Russia. While we are on guard against Russian aggression, we recognize the need to work with Russia where mutual interests intersect. Nowhere is that more evident than in Syria. Now that President Vladimir Putin has committed to the United Nations-backed Geneva political process for providing a new future for Syria, we expect Russia to follow through. We are confident that the fulfillment of these talks will produce a Syria that is free of Bashar al-Assad and his family. Lastly, the flawed Iran nuclear deal is no longer the focal point of our policy toward Iran. We are now confronting the totality of Iranian threats. Part of this strategy entails rebuilding alliances with our partners in the Middle East, and in November we helped re-establish diplomatic ties between Iraq and Saudi Arabia. We will continue to work with our allies and with Congress to explore options for addressing the nuclear deal’s many flaws, while building a like-minded effort to punish Iran for its violations of ballistic missile commitments and its destabilizing activities in the region. I am proud of what our State Department and Agency for International Development teams around the world have accomplished this year, and our progress will continue in 2018 and beyond. To that end, we have undertaken a redesign of the State Department to strengthen our teams’ ability to deliver on our mission. Our redesign doesn’t involve simply shifting boxes on an organizational chart. Our changes must address root problems that lead to inefficiencies and frustrations. By making changes like streamlining our human resources and information technology systems, better aligning personnel and resources with America’s strategic priorities, and reforming duplicative processes, we are giving our people more opportunities to flourish professionally and spend more time confronting the global problems they have dedicated their careers to solving. When I wake up each morning, my first thought is, “How can I and my colleagues at the State Department use diplomacy to prevent people around the world from being killed, wounded or deprived of their rights?” In spite of the challenges, I remain optimistic about the power of diplomacy to resolve conflicts and advance American interests. My confidence comes from the knowledge that our efforts are carried out daily by patriotic and dedicated State Department employees who make sacrifices to serve with patience and persistence and who, by advancing democratic values the world over, are protecting our citizens’ rights to life, liberty and the pursuit of happiness. "
159,"George Wayne has a theory about why his celebrity column was a hit at Vanity Fair for more than two decades: sex. “When you read my interviews, I want you to have a good laugh and I want you to learn something you didn’t know about these people before,” he said as he dipped his spoon into a bowl of butternut squash soup over lunch in Chelsea recently. “So, of course, I am always going to ask about sex. That’s my No. 1.” Mr. Wayne, 54, was born in Jamaica and earned a degree in journalism from the University of Georgia before moving to New York. In 1984 he started his own magazine, R.O.M.E., a do-it-yourself collection of interviews he photocopied on paper and bound together with tape. He met Andy Warhol and, after the artist died, became an associate editor at Mr. Warhol’s Interview. Later, Mr. Wayne caught the eye of the media scion S. I. Newhouse Jr. and was named one of the first contributing editors at Allure magazine. But it was at Vanity Fair that Mr. Wayne (who calls himself G. W.) found his niche as a celebrity chronicler. “I interviewed Fabio,” he said. “He was my very first interview at Vanity Fair.” His interviews are sass with a dose of shock and often a bit raunchy. (He once asked the comedian Milton Berle if he still had orgasms.) Mr. Wayne described a 1993 encounter when he was invited to attend the opening of the first Western club in Moscow. “They flew over a motley crew of fabulous New Yorkers,” he recalled. “It was me, André Balazs, Martha Stewart and Gael Greene.” Mr. Wayne met a man in Pushkin Square — a boxer in training, he said — who he invited to his hotel. The writer decided to stay a few extra days. “Martha Stewart’s jaw dropped,” Mr. Wayne said. “She said, ‘Why are you staying? Are you kidding me?’” She had a point. Violence erupted in Moscow after Boris Yeltsin, the president, sought to disband the Russian parliament and seize control. “I turned on CNN after having the best sex with this Russian boxer and there is a coup taking place in the country,” Mr. Wayne said. "
160,"PARAMUS, N.J. — On a back wall in Gurbir Grewal’s office, three portraits of Japanese-Americans detained at the Manzanar internment camp in California hang above his desk, a reminder for Mr. Grewal of when the power of domestic law went horribly awry. Though the portraits are from decades ago, Mr. Grewal sees alarming parallels to the current political environment, where patriotism is sometimes measured by race, faith or political affiliation. The notion to combat this type of injustice has helped inspire Mr. Grewal, a Sikh, throughout his career, an arc that has seen him rise through the ranks of the federal justice system and now has him poised to become New Jersey’s top law enforcement official. If, as expected, the Democratic-controlled State Legislature approves his appointment by the governor-elect, Philip D. Murphy, Mr. Grewal, 44, would become the first Sikh in the United States to hold the position of statewide attorney general. “It’s important for someone like me to do this job that’s front-line law enforcement, to show people that you don’t have to look a particular way to love this country,” he said in an interview. Mr. Grewal made his mark in criminal justice with significant federal convictions in financial and cybersecurity crimes, including a case involving two Russian hackers named Drinkman and Smilianets, who oversaw a network that stole more than 160 million credit card numbers. But in today’s political climate, attorneys general in Democratic states are increasingly being viewed as checks on Trump administration policies. Just across the Hudson River, Eric T. Schneiderman, the attorney general of New York, has been an aggressive challenger to many of the policies coming out of Washington. Mr. Grewal said that he received a congratulatory call from Mr. Schneiderman this month, and that he looked forward to a “collaborative relationship,” though he refrained from saying whether he would join in any pending cases, only allowing that he would make such decisions when he takes office. While Mr. Murphy promised to not pressure or interfere with Mr. Grewal, partisan entrenchments have largely transformed the position of statewide attorney general, ostensibly an apolitical position, into an inherently political one. Mr. Grewal, the current Bergen County prosecutor, said he wasn’t concerned about politics. “Yeah, I mean, but so what?” Mr. Grewal said when asked about whether taking action contrary to Washington could be construed as political. “Because you’re seeing people today, it’s just unconscionable, that their loyalty and their patriotism is being questioned because of what they look like, where they come from, what they believe. And, you know, that’s the same thing we did in 1942. That’s why I have those pictures on the wall.” For Mr. Grewal, the appointment, which would place him in charge of the state police force and the state’s prosecutors, also fulfills a local-boy-makes-good tale: He is a New Jersey native, born and raised in Essex County. He understands the state’s problems, aside from the policies coming out of Washington; Mr. Grewal has laid out key areas that he wants to focus the might of New Jersey’s authority on: addiction, violent crime, police-community relations and social justice issues. He plans to put in place methods he honed in Bergen County, such as partnering with high schools to address hate crimes and addiction. Concerned about a surge in bias and hate crimes among teenagers, especially racist bullying on social media apps like Snapchat, his office has tried to work with children and teenagers. He noted that the training and partnering with schools and programs for youth was a bit unconventional for a prosecutor’s office, but he pointed to its preventive intention. “We’ve gone outside of our lane as a law enforcement agency to address that because we know where that leads,” he said of hate and bias. “We don’t want that to lead to some sort of criminal conduct, as we’ve seen that in this county — we’ve seen attacks on synagogues, arsons and things of that nature and so we’re trying to get in there early.” Mr. Grewal was hired by Paul J. Fishman, then the United States attorney in New Jersey, as an assistant United States attorney in 2010. He had previously spent about four years in a similar position in Brooklyn. While he began in New Jersey in the smaller general crimes unit, he quickly progressed to take on some high-profile cases. He prosecuted a first-of-its-kind case against Aleksandr Milrud, who was accused of manipulating stocks through high-speed trading, and he helped secure the conviction of Eliyahu Weinstein, who led a $200 million real estate fraud. In 2016, Mr. Grewal, a Democrat, was appointed by Gov. Chris Christie, a Republican, to officially take over the prosecutor’s office in Bergen County, the most populous in New Jersey. His rise to the state attorney general’s office also reflects the growing Asian Indian population in New Jersey. The state has the highest percentage of people with Asian Indian backgrounds in the country, according to the Census Bureau’s 2015 American Community Survey. In 2017, Hoboken elected Ravi Bhalla as the first Sikh mayor of a major city in New Jersey, and Vin Gopal became the first Indian-American to be elected to the State Senate. Nonetheless, despite the expanding population, national Sikh groups were surprised by the sudden representation in public offices in New Jersey. “There hasn’t been that many Sikhs in politics, particularly ones with turbans and beard,” said Gurwin Singh Ahuja, executive director of the National Sikh Campaign, but he added that this was beginning to change. “New Jersey is certainly leading the pack, but there have been Sikhs being elected across the country,” such as a city councilwoman in Kent, Wash., where in March a turbaned Sikh man was wounded by a masked gunman. Mr. Grewal said he had also been on the receiving end of prejudice and injustice. “Growing up, I was called so many variations of the N-word that it just confused me,” he said. His ethnicity does not define him, he said, but he is acutely aware that his presence in the courtroom — suit and tie, turban and beard — is freighted with meaning in a world where emerging acceptance still vies with underlying racism. It was just after the Sept. 11 attacks when Mr. Grewal, then a lawyer in private practice, was constantly harassed by a man who would wait outside the office to shout, “I’ve found him, I’ve found bin Laden!” Enraged but also embarrassed, he said he began to develop creative ways to leave the office, slinking out back doors and leaving at odd hours. But this eventually grew both tiresome and unacceptable. He decided it was time to do something. “As a lawyer, you know, the options in front of me at that point were to become a prosecutor,” he said. “So I made it my sort of goal to get into U.S. attorney’s office just so I can get up in front of a jury looking the way I do and say, ‘I represent the United States.’” "
161,"WASHINGTON — A federal appeals court on Wednesday ordered the Environmental Protection Agency to revise its nearly 17-year-old standard for dangerous levels of lead in paint and dust within one year, a rare legal move that amounts to a sharp rebuff of President Trump and Scott Pruitt, the E.P.A. administrator. The decision also called attention to the persistent threat of lead paint to children in millions of American homes, four decades after the federal government banned it from households. “This is going to protect the brains of thousands of children across the country,” said Eve C. Gartner, a staff attorney for Earthjustice who helped argue the case on behalf of groups pushing for tougher standards. “It’s going to mean that children that otherwise would have developed very elevated blood lead levels will be protected from the damage associated with that, assuming E.P.A. follows the court order,” she said. The 2-to-1 decision, by the United States Court of Appeals for the Ninth Circuit, in San Francisco, means the E.P.A. must propose a new rule within 90 days, instead of the six years the Trump administration had requested to reconsider what levels of lead exposure are acceptable for children. That request was on top of a six-year delay under former President Barack Obama, a holdup the court said was unreasonable, particularly in the face of new research on the hazards of lead paint. “Indeed E.P.A. itself has acknowledged that ‘lead poisoning is the number one environmental health threat in the U.S. for children ages 6 and younger,’ and that the current standards are insufficient,” the ruling said, adding, “The children exposed to lead poisoning due to the failure of E.P.A. to act are severely prejudiced by E.P.A.’s delay.” A spokesman for the E.P.A. said the agency was reviewing the court’s decision, and declined to say if the agency planned to appeal or seek review in the Supreme Court. The ruling is the latest legal setback to efforts by the Trump administration to delay or roll back Obama-era regulations it maintains are overly burdensome. In July, a federal appeals court ruled that the E.P.A. must enforce the implementation of methane emissions rules that the agency had sought to delay. A month later the agency reversed a decision to delay putting into effect a rule requiring more stringent air quality standards. Activists hailed Wednesday’s court ruling and called it long overdue. Zakia Rafiqa Shabazz of Richmond, Va., who founded United Parents Against Lead, an advocacy group, called the ruling “a win for children.” But Ms. Shabazz said her 23-year-old son still suffered from the effects of elevated lead levels found in his blood as a young child in 1996, and said the lack of action through two administrations to strengthen lead standards had been frustrating. “That’s the hurtful thing, how many children could have been prevented from suffering the pains of lead poisoning,” she said. The E.P.A. set standards in 2001 for lead contamination levels in dust and soil in homes. Environmental and health groups including United Parents Against Lead and Earthjustice petitioned the agency in 2009 to tighten standards on lead in dust and soil as well as paint to “more adequately protect” children. The E.P.A., then under Mr. Obama, acknowledged the need for stricter rules in 2011 and agreed to take action, but never did so and set no timelines for developing a new rule. Ms. Gartner said the Obama administration never gave a good reason for its delays. “They never contested that the standard needed to be updated,” she said. “They just didn’t prioritize protecting kids from lead.” Petitioners in August 2016 asked the appeals court to find that the E.P.A. had unreasonably delayed a new rule. Then, the Trump administration told the court it expected to take another six years to issue a new regulation. “They already had six years,” Ms. Gartner said. “It’s taken more than a decade to update the standard for how much lead can be in dust before it’s considered a hazard and needs to be cleaned up.” The judges on Wednesday issued a writ of mandamus, an unusual court order that requires an official or agency to perform a certain duty, in this case for the E.P.A. to issue a proposed rule within 90 days and finalize it within a year after that. The judges said in doing so they were mindful of the agency’s arguments that officials needed more time to deliberate a complex new standard. “We must observe, however, that E.P.A. has already taken eight years, wants to delay at least six more, and has disavowed any interest in working with petitioners to develop an appropriate timeline through mediation,” the ruling said. Meanwhile, the court said, the risks to children from lead poisoning under standards the E.P.A. has already called insufficient are “severe.” Judge Mary M. Schroeder, appointed by President Jimmy Carter, wrote the opinion for the three-judge panel, and was joined by Judge Lawrence L. Piersol, a Bill Clinton appointee who was filling in on the court. Judge N. Randy Smith, appointed by George W. Bush, dissented. “I do not understand why the E.P.A. has not acted,” he wrote, but he argued that only Congress, not the courts, could mandate that the agency do so. The judges noted that the court had issued a similar order in 2015 to force the E.P.A. to take action one way or another on a pesticide, chlorpyrifos, after the agency had taken eight years to consider a petition from environmental groups to ban the substance. Mr. Pruitt wound up denying that petition in March, an action the court said complied with its order. Something similar could happen in the lead case, environmental activists acknowledged. But they said they hoped the E.P.A. would finally toughen the standards. “It is time that the E.P.A. stop stalling and taking prolonged amounts of time to do the right thing,” said Ms. Shabazz. A study published in the Journal of Pediatrics in 2016 found that — despite decades of work to reduce lead in paint, dust and water — about 3 percent of children around the country exhibit high levels of the metal in their blood. The problem is particularly acute in parts of the Northeast: The regions with the largest proportions of blood specimens with the highest lead levels were in New York, Pennsylvania and Ohio, according to the study. The E.P.A. said in a statement that lead exposure remained a significant health threat to children. “EPA will continue to work diligently on a number of fronts to address issues surrounding childhood lead exposure from multiple sources,” the agency said. "
162,"JERUSALEM — In the uneasy days after President Trump recognized Jerusalem as Israel’s capital, some Israelis who cheered the move paid homage — and taunted outraged Palestinians — by posting doctored photos of the Dome of the Rock with the president’s surname plastered across it, as if one of Islam’s holiest shrines had been reduced to the latest gold-plated Trump property. Now, a powerful Israeli cabinet minister is offering to express his gratitude by putting Mr. Trump’s name on a proposed new train station in the Old City, one that would bring thousands of tourists directly into the Jewish Quarter just a few hundred yards from the Western Wall and the Temple Mount. The minister, Yisrael Katz, who has responsibility for both transportation and intelligence, has built a can-do reputation for seeing through a wide range of infrastructure projects; he also has designs on the prime minister’s office. Although he has been promoting the idea of a railroad stop in the Old City for over a year, he said on Wednesday that it was now a priority, calling it the “most important national project being advanced today at the ministry of transport.” Mr. Katz said he planned to name it for Mr. Trump “for his courageous and historic decision” and his “contribution in the strengthening of the status of Jerusalem as the capital of the Jewish people and the state of Israel.” But the plan, which would require digging beneath some of the most sensitive acreage on earth, is sure to invite more international criticism, not to mention further antagonize Palestinians. Despite Mr. Trump’s change in United States policy, announced this month, most of the world does not recognize Israeli sovereignty over the Old City, which Israel captured along with the rest of East Jerusalem in 1967. The United Nations General Assembly voted 128 to 9 last week to condemn Mr. Trump’s decision. Ahmad Tibi, a leading Arab member of the Knesset, called Mr. Katz’s proposal “part of the chain reaction to the Trump speech,” which he said had set off “a competition among ministers over who will be more extreme regarding the matter of Jerusalem.” "
163,"Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox. This week, we’re looking back on our climate coverage from 2017. We started the New York Times climate team this year and we want to thank you for being a part of our extended family. We traveled to Antarctica, Iceland and Alaska, and to Mexico City, Jakarta and Houston. We wrote about melting ice, hotter summers and water crises. We covered a new president, international climate talks and natural disasters. We collected our biggest stories of the year in a feature called “2017: The Year in Climate.” But we also asked five of our reporters and editors to pick one of their favorite things they worked on, large or small. Here are five memorable stories from Henry, Claire, Brad, Nadja and Hiroko. Some of my favorite stories this year involved traveling to exotic places like Iceland and the Alaskan tundra. But there’s one story that really stands out because it was so different. I was in Florida in early September, helping with coverage of Hurricane Irma. Two days before the storm was forecast to hit, I got a call from John Broder, one of my editors. There had been a strong earthquake in Mexico overnight, and between that, the string of hurricanes and the wildfires blazing in the West, some of the top editors at the paper wanted a story that asked: What the heck is going on with the world? My first thought was that it would be interesting to be the person who writes the story for The New York Times that says the apocalypse has arrived. So I hopped in my rental pickup and drove until I found a shady spot with good cell reception, and spent the next couple of hours in the truck calling scientists, sociologists, religious environmentalists and others. And with the help of Benedict Carey from the science department and with deft editing from John, we produced this story. Which then led to this video. (And no, it wasn’t the End Times — yet.) This one-question “quiz” by Lisa Friedman was one of the first things I helped edit when I started at The Times this year. I can’t take credit for the concept, but I think it’s a fun (to the extent that the “apocalypse beat” can be) way to play with assumption versus reality. It also sparked in me a slight obsession with this problem and its possible solutions. Take the quiz and join me in losing sleep over it. Here’s an overlooked bit of research that stuck with me this year: To help various species fend off extinction, scientists in Brazil are trying to stitch together fragments of rain forest that have been carved up by roads and logging. I liked the idea of helping endangered golden lion tamarins find love in the jungle in order to keep the species going. And it was a good reminder that, as neat as solar panels and electric cars are, not all solutions to environmental crises involve fancy new technology. It may be hard to remember now, especially if you’re enjoying a snowy holiday season, but last summer was a scorcher across much of the world. In Europe, a heat wave grew so intense it was dubbed “Lucifer.”  In Arizona, planes were grounded because of extreme heat. In Pakistan, temperatures approached 130 degrees Fahrenheit. A question that comes up often is whether such events are “normal” or influenced by climate change. While we couldn’t say much at that time about those specific events, this project provided a broader context. Using data from Columbia University, my colleague Adam Pearce and I showed how summer temperatures considered “extreme” in the middle of the 20th century have become much more common. You can see the shift toward hotter temperatures as the orange and dark-red areas expand on the right side of the bell curve. The visualization highlights how even modest changes in average temperatures, brought about by global warming, can have big consequences in the extremes. As Todd Sanford, director of research at Climate Central told me, it also provides “a glimpse to what’s in our future.” I loved reporting on this story about “no till” farmers in Kansas who may not talk about climate change but who are thinking deeply about sustainable farming methods nevertheless. I later heard from Doug Palen, the farmer featured in this story, that he’d received letters from readers from across the political divide, thanking him for his efforts and even apologizing for assuming that farmers don’t care about the environment. It seemed to raise hope that there’s room for constructive dialogue on specific climate change issues, even in an age when conversations around the subject have become highly partisan. Be sure to visit our “2017: The Year in Climate” feature for many more stories from the Times climate team. We’d love your feedback on this newsletter. Please email thoughts and suggestions to climateteam@nytimes.com. If you like what we’re doing, please spread the word and send this to your friends. You can sign up here to get our newsletter delivered to your inbox each week. And be sure to check out our full assortment of free newsletters from The Times. "
164,"To the Editor: “An Honor For Artists, Trump-Free,” by Sarah Ruhl (Op-Ed, Dec. 26), about this year’s Kennedy Center honors (sans Potus), struck me as particularly poignant. Few things represent the best of America, or are as well loved internationally, as our artists. Even during the divisive years of the Reagan and Bush II administrations, politics could be laid aside to celebrate the best of our creative geniuses. As I enjoy the peacefulness that a rare Christmas snowfall has brought to the Pacific Northwest lowlands, I think about the state of our country and how the current occupant of the White House cannot even bring himself to lay down partisanship for an evening to celebrate these exemplars of America’s greatness. MARY ANN KAE, SEATTLE "
165,"Like many Jewish journalists who reported on Donald Trump’s presidential campaign, I spent the 2016 election being harassed by a motley crew of internet racists who coalesced around the future president. They sent me threats, photoshopped me into gas chambers and hurled an uncreative array of anti-Semitic slurs my way. A study by the Anti-Defamation League found that I’d received the second-most abuse of any Jewish journalist on Twitter during the campaign cycle. My parents didn’t raise me to be No. 2; fortunately, there’s always 2020. As a result, I’ve become something of an unintentional expert on alt-right trolls and their tactics. For the most part, these characters are largely laughable — sad, angry men hiding behind images of cartoon frogs, deathly afraid that their employers will uncover their online antics. But there are also more insidious individuals, whose digital skulduggery can be more consequential than the occasional bigoted bromide. And so last November, in the wake of Trump’s victory, I decided to turn the tables on them. My target? Impersonator trolls. You probably haven’t heard of these trolls, but that is precisely why they are so pernicious. These bigots are not content to harass Jews and other minorities on Twitter; they seek to assume their identities and then defame them. The con goes like this: The impersonator lifts an online photo of a Jew, Muslim, African-American or other minority — typically one with clear identifying markers, like a yarmulke-clad Hasid or a woman in hijab. Using that picture as a Twitter avatar, the bigot then adds ethnic and progressive descriptors to the bio: “Jewish,” “Zionist,” “Muslim,” “enemy of the alt-right.” False identity forged, the trolls then insert themselves into conversations with high-profile Twitter users — conversations that are often seen by tens of thousands of followers — and proceed to say horrifically racist things. In this manner, unsuspecting readers glancing through their feed are given the impression that someone who looks like, say, a religious Jew or Muslim is outlandishly bigoted. Thus, an entire community is defamed. This deception is relatively simple, but it is disturbingly effective. Most casual users aren’t likely to reverse image-search a troll’s avatar to see if it was stolen from someone else or peruse the account’s other tweets and realize that it only shares racist material. Twitter lacks the cultural competency to police such impersonators, even if it were interested in doing so. So I set out to unmask them. I asked my own Twitter followers whether it might be possible to create a bot that would reply to these impostors and expose their true nature to any users they tried to fool. Neal Chandra, a talented developer in San Francisco whom I’ve never met, replied, “I can try to throw something together this evening.” And so, after a week of testing, Impostor Buster was born. Using a crowdsourced database of impersonator accounts, carefully curated by us to avoid any false positives, the bot patrolled Twitter and interjected whenever impostors tried to insinuate themselves into a discussion. Within days, our golem for the digital age had become a runaway success, garnering thousands of followers and numerous press write-ups. Most important, we received countless thank-yous from alerted would-be victims. The impersonator trolls seethed. Some tried changing their user names to evade the bot (it didn’t work). Others simply reverted to their openly neo-Nazi personas. A few even tried to impersonate the bot, which was vastly preferable from our perspective and rather amusing. Then the problems began — but not from where you might expect. The Nazis realized they couldn’t beat the bot, so they started mass-reporting it to Twitter for “harassment.” Just as they duplicitously cast themselves as minorities, they disingenuously recast our response to their ongoing abuse as harassment. Twitter sided with the Nazis. In April, the service suspended Impostor Buster without explanation and reinstated it only after being contacted by the ADL’s cyber-hate team. Over the next few months, we fine-tuned the bot to reduce its tweets and avoid tripping any of Twitter’s alarms. As the trolls continued to report the bot to no avail, we thought the problem was resolved. But we were wrong. This month, Twitter suspended the bot again, and this time refused to revive it. The company’s justifications were both entirely accurate and utterly absurd. “A large number of people have blocked you in response to high volumes of untargeted, unsolicited, or duplicative content or engagements from your account,” we were informed. This was true; Impostor Buster had been blocked by many neo-Nazis. “A large number of spam complaints have been filed against you.” Yes, by neo-Nazis. “You send large numbers of unsolicited replies or mentions.” Yes, to neo-Nazis. The real threat, apparently, was not these trolls — who today continue to roam the platform unchallenged — but our effort to combat them. The great irony of this whole affair is that Impostor Buster was doing Twitter’s job for it. The platform has been notoriously prone to abuse since its inception and has struggled to curb it. Rather than asking Twitter to provide a top-down solution, however, we created a bottom-up one. We used Twitter’s tools to police itself — until Twitter fired the sheriff. If the platform is going to rescue itself from the trolls, it will need to foster these efforts, not fight them. Given the terabytes of data uploaded daily to platforms like Facebook, YouTube, Twitter and Instagram, it is simply unfeasible to expect them to effectively regulate their content. It is also unwise, because we should not trust giant corporations governed by profit motives rather than the public interest to decide what we can and cannot say on the internet. But perhaps more important, the top-down approach is wrong because it assumes that the problem of bigotry and abuse is something we can simply sweep under the rug through better censorship, rather than by building a better online community that actively sidelines bigots and abusers through self-policing and collective norms. Ultimately, the only way to fix social media is through nurturing a healthier culture below, not imposing diktats from above. The vast majority of users are not racists and can be mobilized through communal projects like Impostor Buster — a bot built by two people on different coasts using a database compiled by users around the world — to marginalize those who are. The problem with Twitter, in other words, wasn’t too much Impostor Buster. It was too little. The sooner companies like Twitter understand this, the better off we’ll be. "
166,"To the Editor: Re “The Looting of America’s Public Lands” (editorial, Dec. 10): To the shockingly long list of assaults on public lands and the environment by President Trump and his administration, add the effort by Scott Pruitt, the Environmental Protection Agency administrator, to repeal and replace the Clean Water Rule. The rule protects small streams and wetlands, which contribute to the drinking water supply of one in three Americans. In the past, efforts to undermine protection of the environment have been rejected by the American public. Exploitation of public lands in the late 19th century helped usher in the Progressive conservation era of Theodore Roosevelt. Americans rejected the extremism of Interior Secretary James Watt and the E.P.A. administrator, Anne Gorsuch, in the Reagan administration. The Trump administration poses an even graver threat. Once again, Americans must rise to defend our rivers, our cherished public lands and the environmental heritage we owe our children and grandchildren. WM. ROBERT IRVIN, WASHINGTON The writer is president and chief executive of American Rivers. "
